document,api method name,description
Java se 8 api documentation,java.awt.Menu.addSeparator(),"adds a separator line, or a hypen, to the menu at the current position."
Java se 8 api documentation,java.applet.AppletContext.getStreamKeys(),finds all the keys of the streams in this applet context.
Java se 8 api documentation,"java.awt.GraphicsConfiguration.createCompatibleVolatileImage(int,int,java.awt.ImageCapabilities,int)","returns a volatileimage with a data layout and color model compatible with this graphicsconfiguration, using the specified image capabilities and transparency value."
Java se 8 api documentation,"java.awt.image.DataBufferInt.getElem(int,int)",returns the requested data array element from the specified bank.
Java se 8 api documentation,"java.awt.Point.translate(int,int)","translates this point, at location (x,y), by dx along the x axis and dy along the y axis so that it now represents the point (x+dx,y+dy)."
Java se 8 api documentation,java.awt.Rectangle.setBounds(java.awt.Rectangle),sets the bounding rectangle of this rectangle to match the specified rectangle.
Java se 8 api documentation,"java.awt.image.ComponentColorModel.getNormalizedComponents(int[],int,float[],int)","returns an array of all of the color/alpha components in normalized form, given an unnormalized component array."
Java se 8 api documentation,java.awt.image.DataBufferFloat.getBankData(),returns the data array for all banks.
Java se 8 api documentation,java.awt.image.ComponentColorModel.getAlpha(java.lang.Object),"returns the alpha component for the specified pixel, scaled from 0 to 255."
Java se 8 api documentation,java.awt.Rectangle.setSize(java.awt.Dimension),sets the size of this rectangle to match the specified dimension.
Java se 8 api documentation,"java.awt.image.ImageFilter.setProperties(,?>)",passes the properties from the source object along after adding a property indicating the stream of filters it has been run through.
Java se 8 api documentation,java.awt.KeyboardFocusManager.focusNextComponent(),focuses the component after the current focus owner.
Java se 8 api documentation,java.awt.AWTEventMulticaster.caretPositionChanged(java.awt.event.InputMethodEvent),handles the caretpositionchanged event by invoking the caretpositionchanged methods on listener-a and listener-b.
Java se 8 api documentation,java.awt.Button.removeActionListener(java.awt.event.ActionListener),removes the specified action listener so that it no longer receives action events from this button.
Java se 8 api documentation,java.awt.AWTEventMulticaster.itemStateChanged(java.awt.event.ItemEvent),handles the itemstatechanged event by invoking the itemstatechanged methods on listener-a and listener-b.
Java se 8 api documentation,java.io.DataOutput.writeFloat(float),"writes a float value, which is comprised of four bytes, to the output stream."
Java se 8 api documentation,"java.awt.FontMetrics.getLineMetrics(java.lang.String,java.awt.Graphics)",returns the linemetrics object for the specified string in the specified graphics context.
Java se 8 api documentation,"java.awt.image.ColorModel.getDataElements(int,java.lang.Object)","returns a data element array representation of a pixel in this colormodel, given an integer pixel representation in the default rgb color model."
Java se 8 api documentation,java.awt.image.BufferedImage.getData(),returns the image as one large tile.
Java se 8 api documentation,"java.awt.image.ReplicateScaleFilter.setProperties(,?>)",passes along the properties from the source object after adding a property indicating the scale applied.
Java se 8 api documentation,"java.io.BufferedReader.read(char[],int,int)",reads characters into a portion of an array.
Java se 8 api documentation,java.awt.image.RenderedImage.getNumYTiles(),returns the number of tiles in the y direction.
Java se 8 api documentation,"java.io.CharArrayReader.read(char[],int,int)",reads characters into a portion of an array.
Java se 8 api documentation,"java.awt.image.ImageFilter.setProperties(,?>)",passes the properties from the source object along after adding a property indicating the stream of filters it has been run through.
Java se 8 api documentation,"java.awt.Graphics.drawLine(int,int,int,int)","draws a line, using the current color, between the points (x1, y1) and (x2, y2) in this graphics context's coordinate system."
Java se 8 api documentation,java.awt.BorderLayout.preferredLayoutSize(java.awt.Container),"determines the preferred size of the target container using this layout manager, based on the components in the container."
Java se 8 api documentation,java.io.PrintStream.println(double),prints a double and then terminate the line.
Java se 8 api documentation,"java.awt.LayoutManager2.addLayoutComponent(java.awt.Component,java.lang.Object)","adds the specified component to the layout, using the specified constraint object."
Java se 8 api documentation,"java.awt.image.DataBufferDouble.getElemFloat(int,int)",returns the requested data array element from the specified bank as a float.
Java se 8 api documentation,java.io.PrintStream.println(float),prints a float and then terminate the line.
Java se 8 api documentation,"java.awt.List.add(java.lang.String,int)",adds the specified item to the the scrolling list at the position indicated by the index.
Java se 8 api documentation,"java.io.BufferedReader.read(char[],int,int)",reads characters into a portion of an array.
Java se 8 api documentation,java.util.PrimitiveIterator.OfLong.forEachRemaining(java.util.function.Consumer<? super java.lang.Long>),performs the given action for each remaining element until all elements have been processed or the action throws an exception.
Java se 8 api documentation,java.awt.event.AdjustmentEvent.getValue(),returns the current value in the adjustment event.
Java se 8 api documentation,java.awt.TextComponent.getSelectionEnd(),gets the end position of the selected text in this text component.
Java se 8 api documentation,"java.awt.FontMetrics.getStringBounds(java.lang.String,java.awt.Graphics)",returns the bounds of the specified string in the specified graphics context.
Java se 8 api documentation,java.awt.Graphics.setPaintMode(),sets the paint mode of this graphics context to overwrite the destination with this graphics context's current color.
Java se 8 api documentation,java.awt.Choice.getSelectedItem(),gets a representation of the current choice as a string.
Java se 8 api documentation,java.awt.AWTEventMulticaster.hierarchyChanged(java.awt.event.HierarchyEvent),handles the hierarchychanged event by invoking the hierarchychanged methods on listener-a and listener-b.
Java se 8 api documentation,java.lang.Iterable.forEach(java.util.function.Consumer<? super java.lang.Iterable>),performs the given action for each element of the iterable until all elements have been processed or the action throws an exception.
Java se 8 api documentation,java.awt.LayoutManager2.invalidateLayout(java.awt.Container),"invalidates the layout, indicating that if the layout manager has cached information it should be discarded."
Java se 8 api documentation,java.awt.TextComponent.getSelectionStart(),gets the start position of the selected text in this text component.
Java se 8 api documentation,java.lang.management.MemoryMXBean.setVerbose(boolean),enables or disables verbose output for the memory system.
Java se 8 api documentation,java.awt.AWTEventMulticaster.ancestorResized(java.awt.event.HierarchyEvent),handles the ancestorresized event by invoking the ancestorresized methods on listener-a and listener-b.
Java se 8 api documentation,java.awt.AWTEventMulticaster.windowClosed(java.awt.event.WindowEvent),handles the windowclosed event by invoking the windowclosed methods on listener-a and listener-b.
Java se 8 api documentation,java.awt.image.RenderedImage.getData(),returns the image as one large tile (for tile based images this will require fetching the whole image and copying the image data over).
Java se 8 api documentation,java.awt.AWTEventMulticaster.keyPressed(java.awt.event.KeyEvent),handles the keypressed event by invoking the keypressed methods on listener-a and listener-b.
Java se 8 api documentation,"javax.naming.spi.Resolver.resolveToClass(java.lang.String,java.lang.Class<? extends javax.naming.Context>)",partially resolves a name.
Java se 8 api documentation,"java.sql.DatabaseMetaData.getAttributes(java.lang.String,java.lang.String,java.lang.String,java.lang.String)",retrieves a description of the given attribute of the given type for a user-defined type (udt) that is available in the given schema and catalog.
Java se 8 api documentation,"java.awt.image.DataBufferFloat.getElemFloat(int,int)",returns the requested data array element from the specified bank as a float.
Java se 8 api documentation,java.awt.Container.processEvent(java.awt.AWTEvent),processes events on this container.
Java se 8 api documentation,"java.awt.Point.translate(int,int)","translates this point, at location (x,y), by dx along the x axis and dy along the y axis so that it now represents the point (x+dx,y+dy)."
Java se 8 api documentation,java.awt.event.InvocationEvent.dispatch(),executes the runnable's run() method and notifies the notifier (if any) when run() has returned or thrown an exception.
Java se 8 api documentation,java.util.PrimitiveIterator.OfLong.forEachRemaining(java.util.function.Consumer<? super java.lang.Long>),performs the given action for each remaining element until all elements have been processed or the action throws an exception.
Java se 8 api documentation,"java.awt.TrayIcon.displayMessage(java.lang.String,java.lang.String,java.awt.TrayIcon.MessageType)",displays a popup message near the tray icon.
Java se 8 api documentation,java.awt.KeyboardFocusManager.getFocusedWindow(),"returns the focused window, if the focused window is in the same context as the calling thread."
Java se 8 api documentation,java.awt.BorderLayout.layoutContainer(java.awt.Container),lays out the container argument using this border layout.
Java se 8 api documentation,java.awt.AWTEventMulticaster.windowClosed(java.awt.event.WindowEvent),handles the windowclosed event by invoking the windowclosed methods on listener-a and listener-b.
Java se 8 api documentation,java.awt.RenderingHints.size(),returns the number of key-value mappings in this renderinghints.
Java se 8 api documentation,"java.awt.Component.imageUpdate(java.awt.Image,int,int,int,int,int)",repaints the component when the image has changed.
Java se 8 api documentation,"java.awt.image.DataBufferInt.getElem(int,int)",returns the requested data array element from the specified bank.
Java se 8 api documentation,"java.awt.font.TextLayout.getPixelBounds(java.awt.font.FontRenderContext,float,float)",returns the pixel bounds of this textlayout when rendered in a graphics with the given fontrendercontext at the given location.
Java se 8 api documentation,"java.awt.image.WritableRaster.setRect(int,int,java.awt.image.Raster)",copies pixels from raster srcraster to this writableraster.
Java se 8 api documentation,"java.awt.image.ImageFilter.setProperties(,?>)",passes the properties from the source object along after adding a property indicating the stream of filters it has been run through.
Java se 8 api documentation,java.awt.KeyboardFocusManager.getGlobalActiveWindow(),"returns the active window, even if the calling thread is in a different context than the active window."
Java se 8 api documentation,java.awt.PageAttributes.setPrintQualityToDefault(),sets the print quality for pages using these attributes to the default.
Java se 8 api documentation,java.awt.KeyboardFocusManager.downFocusCycle(),"moves the focus down one focus traversal cycle from the current focus owner, if and only if the current focus owner is a container that is a focus cycle root."
Java se 8 api documentation,java.awt.event.InvocationEvent.dispatch(),executes the runnable's run() method and notifies the notifier (if any) when run() has returned or thrown an exception.
Java se 8 api documentation,java.util.PrimitiveIterator.OfDouble.forEachRemaining(java.util.function.Consumer<? super java.lang.Double>),performs the given action for each remaining element until all elements have been processed or the action throws an exception.
Java se 8 api documentation,java.awt.CardLayout.invalidateLayout(java.awt.Container),"invalidates the layout, indicating that if the layout manager has cached information it should be discarded."
Java se 8 api documentation,java.awt.image.ComponentColorModel.getAlpha(int),"returns the alpha component for the specified pixel, scaled from 0 to 255."
Java se 8 api documentation,java.awt.TextComponent.getSelectionStart(),gets the start position of the selected text in this text component.
Java se 8 api documentation,java.awt.Button.removeActionListener(java.awt.event.ActionListener),removes the specified action listener so that it no longer receives action events from this button.
Java se 8 api documentation,"java.awt.image.WritableRaster.setRect(int,int,java.awt.image.Raster)",copies pixels from raster srcraster to this writableraster.
Java se 8 api documentation,java.awt.Robot.mouseWheel(int),rotates the scroll wheel on wheel-equipped mice.
Java se 8 api documentation,java.awt.AWTEventMulticaster.windowClosed(java.awt.event.WindowEvent),handles the windowclosed event by invoking the windowclosed methods on listener-a and listener-b.
Java se 8 api documentation,java.applet.AppletContext.getStreamKeys(),finds all the keys of the streams in this applet context.
Java se 8 api documentation,"javax.management.modelmbean.ModelMBeanInfo.setDescriptor(javax.management.Descriptor,java.lang.String)",sets descriptors in the info array of type indescriptortype for the modelmbean.
Java se 8 api documentation,"java.awt.Point.translate(int,int)","translates this point, at location (x,y), by dx along the x axis and dy along the y axis so that it now represents the point (x+dx,y+dy)."
Java se 8 api documentation,"java.awt.image.DataBufferUShort.getElem(int,int)",returns the requested data array element from the specified bank.
Java se 8 api documentation,java.awt.datatransfer.SystemFlavorMap.decodeJavaMIMEType(java.lang.String),decodes a string native for use as a java mime type.
Java se 8 api documentation,java.awt.BorderLayout.layoutContainer(java.awt.Container),lays out the container argument using this border layout.
Java se 8 api documentation,java.awt.Container.getMousePosition(boolean),"returns the position of the mouse pointer in this container's coordinate space if the container is under the mouse pointer, otherwise returns null."
Java se 8 api documentation,java.awt.image.BufferedImage.getNumXTiles(),returns the number of tiles in the x direction.
Java se 8 api documentation,"java.sql.Clob.setString(long,java.lang.String,int,int)","writes len characters of str, starting at character offset, to the clob value that this clob represents."
Java se 8 api documentation,java.awt.AWTEventMulticaster.ancestorResized(java.awt.event.HierarchyEvent),handles the ancestorresized event by invoking the ancestorresized methods on listener-a and listener-b.
Java se 8 api documentation,java.applet.AppletContext.getApplet(java.lang.String),finds and returns the applet in the document represented by this applet context with the given name.
Java se 8 api documentation,java.awt.AWTEventMulticaster.mouseWheelMoved(java.awt.event.MouseWheelEvent),handles the mousewheelmoved event by invoking the mousewheelmoved methods on listener-a and listener-b.
Java se 8 api documentation,"java.awt.Menu.insert(java.lang.String,int)",inserts a menu item with the specified label into this menu at the specified position.
Java se 8 api documentation,"java.awt.Menu.insert(java.lang.String,int)",inserts a menu item with the specified label into this menu at the specified position.
Java se 8 api documentation,"java.time.format.DateTimeFormatter.parseBest(java.lang.CharSequence,java.time.temporal.TemporalQuery<?>)",fully parses the text producing an object of one of the specified types.
Java se 8 api documentation,"java.awt.font.OpenType.getFontTable(int,int,int)",returns a subset of the table as an array of bytes for a specified tag.
Java se 8 api documentation,java.io.PrintWriter.println(char[]),prints an array of characters and then terminates the line.
Java se 8 api documentation,"java.awt.Component.setSize(int,int)",resizes this component so that it has width width and height height.
Java se 8 api documentation,"java.awt.image.DataBufferDouble.getElemFloat(int,int)",returns the requested data array element from the specified bank as a float.
Java se 8 api documentation,java.lang.Iterable.forEach(java.util.function.Consumer<? super java.lang.Iterable>),performs the given action for each element of the iterable until all elements have been processed or the action throws an exception.
Java se 8 api documentation,java.awt.datatransfer.SystemFlavorMap.decodeDataFlavor(java.lang.String),decodes a string native for use as a dataflavor.
Java se 8 api documentation,java.applet.AppletContext.getApplets(),finds all the applets in the document represented by this applet context.
Java se 8 api documentation,java.awt.image.DirectColorModel.getAlpha(int),"returns the alpha component for the specified pixel, scaled from 0 to 255."
Java se 8 api documentation,java.awt.AWTEventMulticaster.inputMethodTextChanged(java.awt.event.InputMethodEvent),handles the inputmethodtextchanged event by invoking the inputmethodtextchanged methods on listener-a and listener-b.
Java se 8 api documentation,java.io.PrintStream.println(boolean),prints a boolean and then terminate the line.
Java se 8 api documentation,"java.awt.image.DataBuffer.setElemFloat(int,int,float)",sets the requested data array element in the specified bank from the given float.
Java se 8 api documentation,"java.awt.CardLayout.show(java.awt.Container,java.lang.String)","flips to the component that was added to this layout with the specified name, using addlayoutcomponent."
Java se 8 api documentation,java.awt.AWTEventMulticaster.mouseMoved(java.awt.event.MouseEvent),handles the mousemoved event by invoking the mousemoved methods on listener-a and listener-b.
Java se 8 api documentation,"java.awt.image.DataBuffer.getElemFloat(int,int)",returns the requested data array element from the specified bank as a float.
Java se 8 api documentation,"java.awt.image.CropImageFilter.setProperties(,?>)",passes along the properties from the source object after adding a property indicating the cropped region.
Java se 8 api documentation,"java.util.concurrent.ConcurrentHashMap.forEach(long,java.util.function.BiConsumer<? super,? super java.util.concurrent.ConcurrentHashMap>)","performs the given action for each (key, value)."
Java se 8 api documentation,java.util.Spliterator.OfInt.forEachRemaining(java.util.function.Consumer<? super java.lang.Integer>),"performs the given action for each remaining element, sequentially in the current thread, until all elements have been processed or the action throws an exception."
Java se 8 api documentation,java.awt.KeyboardFocusManager.downFocusCycle(java.awt.Container),moves the focus down one focus traversal cycle.
Java se 8 api documentation,"java.awt.image.LookupOp.filter(java.awt.image.Raster,java.awt.image.WritableRaster)",performs a lookup operation on a raster.
Java se 8 api documentation,java.applet.AppletContext.getApplets(),finds all the applets in the document represented by this applet context.
Java se 8 api documentation,"java.sql.DatabaseMetaData.getAttributes(java.lang.String,java.lang.String,java.lang.String,java.lang.String)",retrieves a description of the given attribute of the given type for a user-defined type (udt) that is available in the given schema and catalog.
Java se 8 api documentation,java.io.PrintWriter.println(boolean),prints a boolean value and then terminates the line.
Java se 8 api documentation,javax.sound.midi.MidiChannel.getPitchBend(),obtains the upward or downward pitch offset for this channel.
Java se 8 api documentation,"java.sql.Clob.setString(long,java.lang.String,int,int)","writes len characters of str, starting at character offset, to the clob value that this clob represents."
Java se 8 api documentation,"javax.naming.spi.Resolver.resolveToClass(javax.naming.Name,java.lang.Class<? extends javax.naming.Context>)",partially resolves a name.
Java se 8 api documentation,java.awt.image.DataBufferDouble.getBankData(),returns the data array for all banks.
Java se 8 api documentation,java.lang.Iterable.forEach(java.util.function.Consumer<? super java.lang.Iterable>),performs the given action for each element of the iterable until all elements have been processed or the action throws an exception.
Java se 8 api documentation,java.awt.AWTEventMulticaster.mousePressed(java.awt.event.MouseEvent),handles the mousepressed event by invoking the mousepressed methods on listener-a and listener-b.
Java se 8 api documentation,java.util.Spliterator.OfInt.forEachRemaining(java.util.function.Consumer<? super java.lang.Integer>),"performs the given action for each remaining element, sequentially in the current thread, until all elements have been processed or the action throws an exception."
Java se 8 api documentation,"java.awt.Color.getColor(java.lang.String,java.awt.Color)",finds a color in the system properties.
Java se 8 api documentation,java.beans.PropertyChangeSupport.firePropertyChange(java.beans.PropertyChangeEvent),fires a property change event to listeners that have been registered to track updates of all properties or a property with the specified name.
Java se 8 api documentation,java.awt.TextComponent.processTextEvent(java.awt.event.TextEvent),processes text events occurring on this text component by dispatching them to any registered textlistener objects.
Java se 8 api documentation,java.awt.AWTEventMulticaster.focusLost(java.awt.event.FocusEvent),handles the focuslost event by invoking the focuslost methods on listener-a and listener-b.
Java se 8 api documentation,java.awt.event.AdjustmentEvent.getValue(),returns the current value in the adjustment event.
Java se 8 api documentation,java.awt.Component.getMousePosition(),"returns the position of the mouse pointer in this component's coordinate space if the component is directly under the mouse pointer, otherwise returns null."
Java se 8 api documentation,java.awt.ItemSelectable.getSelectedObjects(),returns the selected items or null if no items are selected.
Java se 8 api documentation,java.awt.AWTEventMulticaster.mouseWheelMoved(java.awt.event.MouseWheelEvent),handles the mousewheelmoved event by invoking the mousewheelmoved methods on listener-a and listener-b.
Java se 8 api documentation,java.awt.DefaultKeyboardFocusManager.upFocusCycle(java.awt.Component),moves the focus up one focus traversal cycle.
Java se 8 api documentation,"java.awt.CardLayout.show(java.awt.Container,java.lang.String)","flips to the component that was added to this layout with the specified name, using addlayoutcomponent."
Java se 8 api documentation,"java.awt.KeyboardFocusManager.addPropertyChangeListener(java.lang.String,java.beans.PropertyChangeListener)",adds a propertychangelistener to the listener list for a specific property.
Java se 8 api documentation,"java.awt.image.DataBufferByte.setElem(int,int,int)",sets the requested data array element in the specified bank from the given integer.
Java se 8 api documentation,"java.io.CharArrayReader.read(char[],int,int)",reads characters into a portion of an array.
Java se 8 api documentation,java.beans.PropertyChangeSupport.firePropertyChange(java.beans.PropertyChangeEvent),fires a property change event to listeners that have been registered to track updates of all properties or a property with the specified name.
Java se 8 api documentation,java.util.concurrent.CountedCompleter.exec(),implements execution conventions for countedcompleters.
Java se 8 api documentation,java.awt.GridBagLayout.invalidateLayout(java.awt.Container),"invalidates the layout, indicating that if the layout manager has cached information it should be discarded."
Java se 8 api documentation,java.io.PrintStream.println(long),prints a long and then terminate the line.
Java se 8 api documentation,"java.awt.FontMetrics.getLineMetrics(java.text.CharacterIterator,int,int,java.awt.Graphics)",returns the linemetrics object for the specified characteriterator in the specified graphics context.
Java se 8 api documentation,java.util.PrimitiveIterator.forEachRemaining(java.util.PrimitiveIterator),"performs the given action for each remaining element, in the order elements occur when iterating, until all elements have been processed or the action throws an exception."
Java se 8 api documentation,java.awt.KeyboardFocusManager.getGlobalPermanentFocusOwner(),"returns the permanent focus owner, even if the calling thread is in a different context than the permanent focus owner."
Java se 8 api documentation,java.awt.KeyboardFocusManager.focusNextComponent(java.awt.Component),"focuses the component after acomponent, typically based on a focustraversalpolicy."
Java se 8 api documentation,java.beans.VetoableChangeSupport.fireVetoableChange(java.beans.PropertyChangeEvent),fires a property change event to listeners that have been registered to track updates of all properties or a property with the specified name.
Java se 8 api documentation,"java.awt.FontMetrics.getStringBounds(java.lang.String,int,int,java.awt.Graphics)",returns the bounds of the specified string in the specified graphics context.
Java se 8 api documentation,java.beans.VetoableChangeSupport.fireVetoableChange(java.beans.PropertyChangeEvent),fires a property change event to listeners that have been registered to track updates of all properties or a property with the specified name.
Java se 8 api documentation,"java.awt.FontMetrics.getStringBounds(java.lang.String,java.awt.Graphics)",returns the bounds of the specified string in the specified graphics context.
Java se 8 api documentation,java.awt.AWTEventMulticaster.inputMethodTextChanged(java.awt.event.InputMethodEvent),handles the inputmethodtextchanged event by invoking the inputmethodtextchanged methods on listener-a and listener-b.
Java se 8 api documentation,java.awt.AWTEventMulticaster.mouseExited(java.awt.event.MouseEvent),handles the mouseexited event by invoking the mouseexited methods on listener-a and listener-b.
Java se 8 api documentation,java.awt.Window.removeWindowFocusListener(java.awt.event.WindowFocusListener),removes the specified window focus listener so that it no longer receives window events from this window.
Java se 8 api documentation,java.awt.DefaultKeyboardFocusManager.focusNextComponent(java.awt.Component),"focuses the component after acomponent, typically based on a focustraversalpolicy."
Java se 8 api documentation,java.awt.MenuBar.getShortcutMenuItem(java.awt.MenuShortcut),"gets the instance of menuitem associated with the specified menushortcut object, or null if none of the menu items being managed by this menu bar is associated with the specified menu shortcut."
Java se 8 api documentation,java.awt.Component.setBounds(java.awt.Rectangle),moves and resizes this component to conform to the new bounding rectangle r.
Java se 8 api documentation,java.io.PrintStream.println(float),prints a float and then terminate the line.
Java se 8 api documentation,"java.awt.image.DataBuffer.setElemFloat(int,int,float)",sets the requested data array element in the specified bank from the given float.
Java se 8 api documentation,"java.util.Map.forEach(java.util.function.BiConsumer<? super,? super java.util.Map>)",performs the given action for each entry in this map until all entries have been processed or the action throws an exception.
Java se 8 api documentation,java.awt.Robot.mouseWheel(int),rotates the scroll wheel on wheel-equipped mice.
Java se 8 api documentation,"java.awt.image.DataBufferDouble.getElemFloat(int,int)",returns the requested data array element from the specified bank as a float.
Java se 8 api documentation,"java.awt.font.TextLayout.getPixelBounds(java.awt.font.FontRenderContext,float,float)",returns the pixel bounds of this textlayout when rendered in a graphics with the given fontrendercontext at the given location.
Java se 8 api documentation,java.awt.AWTEventMulticaster.actionPerformed(java.awt.event.ActionEvent),handles the actionperformed event by invoking the actionperformed methods on listener-a and listener-b.
Java se 8 api documentation,java.io.PrintWriter.println(boolean),prints a boolean value and then terminates the line.
Java se 8 api documentation,java.awt.DefaultKeyboardFocusManager.upFocusCycle(java.awt.Component),moves the focus up one focus traversal cycle.
Java se 8 api documentation,java.io.PrintStream.println(char),prints a character and then terminate the line.
Java se 8 api documentation,"java.util.Map.forEach(java.util.function.BiConsumer<? super,? super java.util.Map>)",performs the given action for each entry in this map until all entries have been processed or the action throws an exception.
Java se 8 api documentation,java.awt.Button.processActionEvent(java.awt.event.ActionEvent),processes action events occurring on this button by dispatching them to any registered actionlistener objects.
Java se 8 api documentation,java.awt.List.removeActionListener(java.awt.event.ActionListener),removes the specified action listener so that it no longer receives action events from this list.
Java se 8 api documentation,"java.awt.image.DataBufferByte.setElem(int,int,int)",sets the requested data array element in the specified bank from the given integer.
Java se 8 api documentation,java.awt.Component.removeKeyListener(java.awt.event.KeyListener),removes the specified key listener so that it no longer receives key events from this component.
Java se 8 api documentation,java.awt.Choice.remove(int),removes an item from the choice menu at the specified position.
Java se 8 api documentation,java.awt.AWTEventMulticaster.windowClosing(java.awt.event.WindowEvent),handles the windowclosing event by invoking the windowclosing methods on listener-a and listener-b.
Java se 8 api documentation,java.awt.PageAttributes.setPrintQualityToDefault(),sets the print quality for pages using these attributes to the default.
