query name,avg_round
invoke gettabruncount method on ui,0.0
set file for file dialog window,0.0
sign values for parameter,0.0
return spliterator for elements of this stream,0.0
return string representation of the calendar field value in style,0.0
write char to output stream,1.0
invoke getminimumsize method on ui,0.0
return copy of this zoneddatetime with number of hours,0.0
return copy of this period with amount of months,0.0
delete row from resultset object,0.0
specify html as string,1.0
execute task in pool,0.0
return fetch size for object,0.0
get name of the primary method for interface,0.0
remove state from state,0.0
convert exception to string,0.0
invoke method on ui,1.0
add parameter for transformation,0.0
support cpu time measurement for thread,0.0
invoke getmaximumsize method on ui,0.0
remove mouse wheel listener from mouse wheel listener,0.0
add value to value,0.0
return object reference for target object,0.0
return length of the data of interest within array,0.0
convert value into string,1.0
return enumeration over collection,0.0
return paths in selection,0.0
compare serialjavaobject to object,0.0
retrieve value of the designated column in row of this resultset object,1.474
determine position in model,0.0
get value of the specified field from instant,0.0
return transparency mode for texturepaint,0.0
set vector of parameters to vector,0.0
display image as icon,0.0
remove mapping for key,1.0
compare object instance with object instance,0.0
return samples for band,0.0
return size for separator,1.0
set column as match column,0.0
get name for logger,0.0
return size for passed,1.0
set performance preferences for serversocket,0.0
obtain hijrahdate of the umm al qura calendar from object,0.0
convert basename to bundle name,0.0
remove relations from relation,0.0
disconnect datagram socket from destination,0.0
return copy of this localdatetime with number of seconds,0.0
set samples in band,0.0
set foreground color properties with values,0.0
convert string argument into calendar value,0.0
prompt user for input,0.0
register imageconsumer object as consumer,0.0
set username property for object,0.0
take place in response,0.0
compare imagegraphicattribute to imagegraphicattribute,0.0
invoke locationtoindex method on ui,0.0
replace object in list of parameters,0.0
insert string of characters into sequence,0.0
create implementation for component,0.0
replace child node with newchild,0.0
rescale pixel data in source raster,0.0
set data array element to float,1.0
grant key for primitives,0.0
return index within string of the first occurrence of the specified character,1.0
read idl string from input stream,1.0
set fault string for soapfault object,0.0
move cursor to row,1.0
get content for document,0.0
write char to output stream,1.0
reset stream to mark,1.0
return biconsumer after the,0.0
return float array in default srgb color space,0.0
set font to font,0.0
set indent on line,0.0
initialize mac with key,0.0
receive locator object for document events,0.0
add button to group,0.0
set item in combo box display area,0.0
compare objects for equality,1.0
call setboundsforframe with values,0.0
produce method handle for method,0.0
remove component from name,0.0
associate path with location,0.0
create border with title,0.0
get synthstyle for region of the specified component,0.0
return width for passed,0.0
append exception to exceptions,0.0
get status code from http response message,0.0
report change to replacement value,0.0
associate stream with key,0.0
get certficate from entry,0.0
compute origin for popup menu,0.0
dispatch event to target,0.0
perform reduction on elements of this stream,1.0
add synchronization provider to factory register,0.0
return view in container,0.0
read len doubles from stream,0.0
return string table for enumeration class,0.0
return degree for role reference,1.0
assign char value to element of the specified range of the specified array of chars,0.0
return bufferedimage as result of decoding,0.0
obtain midi sequence from file,0.0
read byte of compressed data from input stream,0.0
return value for object reference,1.0
reorder objects in array,0.0
read byte of data from input stream,1.75
set constraints on target certificate,0.0
set fetch size for object,0.0
add vetoablechangelistener to listener list,1.0
write value to stream,1.0
move column column to position,0.0
remove column from model listeners,0.0
return distance from position,0.0
return copy of this offsettime with hour,0.0
determine content type of an object based on file component of a url,0.0
get beancontext for beancontextchildsupport,0.0
return width in pixels,0.0
return thread factory as thread,0.0
add listeners to list control,0.0
write boolean to file,0.0
return repaintmanager for thread,0.0
add component to end of this name,0.0
return date in sequence,1.0
determine span for view,1.0
remove component from container,0.0
remove keyeventpostprocessor from chain,0.0
select jinternalframe in desktop pane,0.0
return undoableedit in edits,0.0
set system identifier for result,0.0
encode byte array into string,0.0
create writableraster with location,1.0
set sql type code for values,0.0
register object as mbean,0.0
get sequence of text from document,0.0
instantiate resource bundle for bundle name of the given format,0.0
write boolean to output stream,0.0
remove char at position,0.0
insert element at tail of this queue,1.429
handle properties in marshaller,0.0
return angle theta from conversion of rectangular coordinates,0.0
create keyvalue from key,0.0
set transform to rotation transformation,0.0
paint component to graphics,0.0
return destination printer for jobs,0.0
return attributes for manifest,0.0
return copy of this zoneddatetime with number of days,0.0
scan token of the input as long,0.0
compare object to date object,0.0
reset matcher with input sequence,0.0
return string version of this size attribute in mm,0.0
return view of this list as list,0.0
return time value for resource bundles,0.0
find method type with parameter types,0.0
reset transformer to configuration,0.0
obtain year month from system clock,1.0
invoke getrowforpath method on ui,0.0
set rule for path,0.0
create instance of a multiple master font based on information,0.0
add children to parent,0.0
update splash window with contents of the overlay image,0.0
retrieve number of bytes in array of bytes,0.0
translate double into bigdecimal,0.0
convert string to character array,0.0
map output into rendercontext,0.0
return value for key,0.0
remove listener from mbean,0.0
return type number for data type,0.0
set error state of the stream to true,0.0
transform xml source to result,0.0
uninstall listeners from viewport,0.0
provide mapping for character,0.0
return pattern string for string,0.0
deliver data with hints,0.0
read number of bytes from input stream,0.0
return data from slot of the portableinterceptor,0.0
return handler for tasks,0.0
initialize jtableheader properties as such,0.0
add title to border,1.0
add menu to menu bar,0.0
set property in implementation of unmarshaller,0.0
return copy of this offsetdatetime with altered,0.0
select columns in model,0.0
set object field of this result to obj,0.0
enable input method for composition,1.667
write idl octet value to output stream,0.0
set size of this component to value,1.0
scan token of the input as bigdecimal,0.0
retrieve attributes in search result,0.0
read array of unsigned corba longs from input stream,0.0
read sql clob value from stream,0.0
append formatter to builder,0.0
create border with look,1.0
set length for packet,0.0
return copy of this offsetdatetime with offset,0.0
return samples in array of int,0.0
encode string into sequence of bytes,1.0
convert calendar field values in fields,0.0
add listener to mbean,0.0
return hashcode for stroke,0.0
set foreground color for component,0.0
return copy of this localdatetime with number of months,0.0
set parameter to string object,0.0
return justification information for graphicattribute,0.0
read sql datalink value from stream,0.0
return map of the specified string natives to dataflavor,0.0
write string to file,1.0
add component to pane,1.0
invoke getpathbounds method on ui,0.0
receive item events from check box,0.0
convert biginteger to long,1.0
call establish_components operation on iorinterceptor instances,0.0
move cursor to row,1.0
compare crl for equality,0.0
obtain instance of zoneid from object,0.0
insert tab for component,0.0
initialize processor with processing environment,1.0
return offset within document of the start of the change,0.0
create zipentry object for entry name,0.0
append separator of a specified size to end of the tool bar,0.0
remove child from children,0.0
return path for node,0.0
remove attribute from element,0.0
add component to end of this ldap name,0.0
return attribute in sqlinputimpl object,1.0
translate offset into components text,0.0
fetch element for caret,0.0
return copy of the specified temporal object with value of this field,0.0
determine column widths for layout grid,0.0
set writer for scripts,0.0
write file of the type from input stream,0.0
decode bytes from input byte buffer,0.0
return position at end of the next layout,0.0
return copy of this date time with amount,0.0
return square of the distance between points,0.0
create timer notification with type,0.0
get values of the mimeheader object in soappart object,0.0
return group identifier for object,0.0
compare gregoriancalendar to object,0.0
return string representation of this biginteger in radix,0.0
return reference to poa,0.0
resolve object reference from set of available initial service names,0.0
return copy of this offsetdatetime with number of months,0.0
write byte to stream,1.0
calculate gaps between components,0.0
return description of the specified row in table,0.0
obtain master synchronization mode for sequencer,0.0
return number of rows in object,0.0
obtain date from system clock,1.5
obtain list of prepared transaction branches from resource manager,0.0
add address to list of addresses,0.0
read sql value from stream,0.0
calculate needs for paragraph,0.0
set icon at index,1.0
obtain instance of localtime from hour,0.0
add menukeylistener to menu item,0.0
convert string value into string,0.0
calculate size requirements for axis axis,0.0
write stream of ascii characters to sqloutputimpl,0.0
set tab placement for tabbedpane,0.0
enable decorations for dialog,0.0
bind name to object,1.667
return hash code given definition,0.0
return offset after character of the subsequence,0.0
filter rows in view,0.0
display icon for drives,0.0
convert object to string representation,0.0
return number of unicode code points in text range of the specified char sequence,0.0
return value for trailer field,0.0
read sql array value from stream,0.0
return locale date format for iso chronology,0.0
return logger object with name logger,0.0
scan token of the input as double,0.0
return string representation of the object including dns hostname,0.0
return insets object from defaults,0.0
append string representation of the long argument to sequence,0.0
return stream of pseudorandom double values from generator,0.0
return iterator over sqlexceptions,0.0
retrieve stream at position pos,0.0
get dateformatsymbols instance for locale,0.0
identify cookies in cookie store,0.0
paint region in jlayer,0.0
convert string argument into float value,0.0
support concurrency type in combination,0.0
insert element at tail of this queue,1.429
return glass pane for frame,0.0
set component at index of this vector,0.0
pass stream format version for rmi idl custom value types,0.0
set value of a field as long,0.0
receive item events from choice menu,0.0
set system identifier for source,0.0
remove object at top of this stack,0.0
return hash code value for map,1.0
record value into summary information,1.0
associate value with attribute name,1.0
return sibling of this node in children,1.0
draw lines between cells,1.0
add attribute to list,0.0
assign object reference to element of the specified range of the specified array of objects,0.0
match name in array of names,0.0
insert element at position,1.0
add amount of time to calendar field,0.0
return position of the mouse pointer in coordinate space,0.0
prompt user for input,0.0
return reference to object registry,1.0
return hashcode for kerberoskey,0.0
set foreground with values,0.0
return locale for ietf,0.0
read bit number from file,1.0
return number of columns in model,0.0
make proxy for mbean,1.0
write long to sqloutputimpl,0.0
set default locale for instance of the java virtual machine,0.0
return iterator over elements,1.0
read byte of data from stream,0.0
relayout jsplitpane based on size of the children,0.0
create listener for popup,0.0
validate layout of containers during resizing,0.0
append zone offset as such,0.0
return hash code value for permission object,0.0
return tooltip location in coordinate system,0.0
set parameters for midi message,0.0
get message from endpoint,0.0
remove paths in selection,0.0
return interfaces on machine,0.0
initialize mac object with key,0.0
return suite in use,0.0
replace object in list of parameters,0.0
set index to index,0.0
write idl value to output stream,1.0
return hash code value for sslrmiserversocketfactory,0.0
write attributes for types,0.0
return number of rows in data table,0.0
create folder with default folder name,0.0
call method on statementeventlisteners,1.0
extract float in value field,0.0
return copy of this zoneddatetime with number of minutes,0.0
add components from name,0.0
install properties on jpasswordfield,0.0
remove prefix from prefix list,0.0
retrieve value of the designated column in row of this resultset object,1.474
make attempt from input stream,0.0
return bounds of the specified glyph within glyphvector,0.0
read byte from stream,1.0
open file in directory,0.0
obtain instance of monthday from text string,1.0
get issuer value from certificate,0.0
obtain instance of localtime from value,0.0
specify print orientation for pages,0.0
provide mapping from coordinate space of the model,0.0
add amount to calendar field,1.0
remove binding for key,0.0
parse source(s ) as schema,0.0
set tempo in beats,0.0
return treepath to tree element,0.0
retrieve charset for name,0.0
return number in sequence,1.0
get length of this year in days,0.0
associate object with beancontextchild,0.0
remove action listener from timer,0.0
obtain instance of offsettime from instant,0.0
start path with path,0.0
obtain instance of zoneddatetime from instant,0.0
set parameter in command,0.0
return height in 1/72nds of an inch,0.0
compare mbeanparameterinfo to another,0.0
specify path for cookie,0.0
return inetaddress for address,0.0
write string to output stream,1.0
compare string to stringbuffer,0.0
retrieve number of entries in keystore,0.0
insert html into document,0.0
return reference to servant,1.0
return object as appropriate,0.0
obtain instance of localdate from text string,1.0
add image to list of images,1.0
return copy of this localdate with number of years,0.0
remove popup menu from component,0.0
set ui delegate for jinternalframe,0.0
return boundary following character,0.0
read endpointreference from infoset,0.0
set location of the end points to same,0.0
return entry name for connection,0.0
parse text from string,1.0
broadcast completion of an image by calling,0.0
return hash code value for tabulardatasupport instance,0.0
fill unset fields in calendar fields,0.0
append acolumn to end of the array of columns,0.0
support subqueries in expressions,0.0
indicate width in characters,0.0
return iterator over set of element mappings of this domcryptocontext,0.0
get time in seconds,0.0
return attributeset for character,0.0
get caret movement policy on document updates,0.0
register interest in target,0.0
set selector for finding,0.0
return drop mode for component,0.0
write idl value to output stream,1.0
set drop action for transfer,0.0
copy array of blue color components into array,0.0
retrieve value of the designated column in row of this resultset object,1.474
return instance of a keystroke given code,0.0
inherit attribute from parent,0.0
return hashcode for point2d,0.0
add permission object to collection of permission,0.0
get value of the specified field from date time,1.0
extract streamable from value field,0.0
return detail message for exception,0.0
return exit value for subprocess,0.0
return copy of this duration with duration,0.0
add changelistener to model,0.0
associate droptarget with component,0.0
read char value from input stream,1.0
create border with edge,1.0
return field data for entry,0.0
return comparator with function,0.0
return boolean from defaults,0.0
get iterator except for text,0.0
allocate event given state of the xmlstreamreader,0.0
return condition instance for use,0.0
return number of components in vector,0.0
return index within string of the rightmost occurrence of the specified substring,0.0
return copy of this formatter with resolver style,0.0
compare dates for equality,0.0
put value of the named byte field into field,0.0
compare string to charsequence,0.0
replace object in list of parameters,0.0
return element in iteration,0.0
create subcomponents for jtabbedpane,0.0
add duration to calendar object,0.0
obtain default soundbank for synthesizer,0.0
create keyname from name,0.0
remove receiver from parent,0.0
set parent of this node object to soapelement object,0.0
write string to output stream,1.0
select columns from index0,0.0
return hash code value for openmbeanattributeinfo instance,0.0
convert biginteger to long,1.0
return string table for class compression,0.0
set value for field name,0.0
get number of minutes in duration,0.0
update column with value,0.0
retrieve value of the designated column in row of this resultset object,1.474
return platform mxbean proxy for mxbeaninterface,0.0
get locale for beancontext,0.0
set obj as value,0.0
return number of rows in view,0.0
add permission to acl entry,0.0
return index within string of the last occurrence of the specified character,1.0
set pageformat for page number,0.0
return copy of this zoneddatetime with number of years,0.0
generate hash code for collation object,0.0
queue data from line,0.0
move rows from range,0.0
broadcast beginning of a progressive pass by calling,0.0
return result from applying,0.0
remove highlight from view,0.0
return width for region,0.0
return value for parameter,2.0
register listeners with component,0.0
write attribute to stream,1.0
return root component for component tree,0.0
return stream by searching,0.0
extract float value from dynany,0.0
replace values of all preferences with hints,0.0
set position to index,0.0
convert string argument into value,0.0
get commands in mailcap files,0.0
return hash code value for openmbeanparameterinfo instance,0.0
add paths to selection,0.0
compare date to date,0.0
add float to list of parameters,0.0
report property update to listeners,1.917
calculate amount of time until year,0.0
create context for beginning,0.0
retrieve jdbc version number for driver,1.0
read byte of data from input stream,1.75
convert string name to gssname object,0.0
return reference to array,0.0
return copy of this localtime with number of minutes,0.0
set discriminator to value,0.0
get value of the named object field from field,0.0
insert element at front of this list,0.0
process stroke events as such,0.0
return color from defaults,0.0
update object with changes,0.0
return hashcode for shapegraphicattribute,0.0
return copy of this offsettime with number of minutes,0.0
tile image in output stream,0.0
update flow on flowview,0.0
remove dragsourcemotionlistener from dragsource,0.0
provide mapping from view,0.0
set assertion status for level class,0.0
invoke cancelediting method on ui,0.0
assign certificate to alias,1.0
parse file as schema,0.0
combine date time with offset,0.0
compare object with vector,0.0
find logger for subsystem,0.0
open file for reading,1.0
visit annotation value in annotation,0.0
return element in sequence of dates,0.0
compare dates for ordering,0.0
decode bytes into characters,0.0
return controlflag for loginmodule,0.0
set size of this dimension object to size,0.0
return hash code value for curve point,0.0
return stream over zip,0.0
destroy binding for name,0.0
remove value from attribute,0.0
return size for container,1.0
render graphicattribute at location,0.0
abort read to iioreadprogresslisteners,0.0
obtain instance of yearmonth from object,0.0
return instance with element,0.0
return value of this integer as double,0.0
add rows to selection,0.0
retrieve attribute in sqlinputimpl,0.0
return instance with amount,0.0
obtain date from system clock,1.5
add imageconsumer to list of interested consumers,1.0
return policy in effect,1.0
set parameter to sql,0.0
visit value in annotation,1.0
invoke waitforidle after generating,0.0
return component for xml schema,0.0
initialize table properties to default values,0.0
set selection icon for button,0.0
return copy of this localdatetime with number of years,0.0
add propertychangelistener for property,0.0
perform action on object,0.0
return index at row,0.0
calculate size requirements for boxview,0.0
write string to output stream,1.0
write sequence of bytes to channel,1.5
add column to model listeners,0.0
change transaction isolation level for connection object,0.0
create stream from supplier of spliterator,0.0
get feature property on implementation,0.0
return float array in colorspace of the color,0.0
return hash code for serialclob,0.0
remove menu bar from frame,0.0
remove timer notifications from list of notifications,0.0
bind serversocket to address,0.0
return hash code for value,0.0
attach object to key,0.0
create strategy for multi,0.0
insert element at tail of this queue,1.429
insert subsequence of the specified charsequence into sequence,0.0
get name for file object,0.0
get number from x509crlentry,0.0
create context for url scheme,0.0
get advance width of any character in font,0.0
return java type info for property,0.0
return number of value mappings in identity hash map,0.0
calculate size dimensions for container,0.0
provide target method handle with arguments,0.0
add service provider object to registry,0.0
return hash code for jmxprincipal,0.0
get dimensions in units,0.0
convert biginteger to float,0.0
write bytes to file,0.0
bind value object into application layer data,0.0
move caret position to position,1.0
replace object in list of parameters,0.0
return offset of pixel in data array elements,0.0
invoke indextolocation method on ui,0.0
display popup menu at position,0.0
set value of the indexed component of the specified array object to byte value,0.0
return delay in milliseconds,1.0
identify poa relative to parent,0.0
compare digests for equality,0.0
return system identifier for document event,0.0
return dtd with name,0.0
compare mbeaninfo to another,0.0
obtain position in data,1.667
associate context to data,0.0
abort write via abort method,0.0
append string representation of the double argument to sequence,0.0
create level swing jframe for use,0.0
represent class within method,0.0
compare mbeanfeatureinfo to another,0.0
read data from database,0.0
define errormanager for handler,0.0
add set of attributes to subrange of the string,0.0
bind name to object,1.667
assign value to element of the specified range of the specified array of shorts,0.0
read sql blob value from stream,0.0
invoke viewtomodel method on ui,0.0
allow access to child node,0.0
subtract duration from object,0.0
remove components from container,0.0
return index of the specified child in child array,0.0
insert value into dynany,1.0
return default name for column,0.0
return value as hasmoretokens method,0.0
create input method event from arguments,0.0
return expiration time for ticket,0.0
perform layout for axis of the box,0.0
write webrowset object to java,0.0
create pgpdata from pgp identifier,0.0
set state of this iiometadata object from tree of xml dom nodes,0.0
return copy of this duration with duration,0.0
return component in traversal cycle,1.0
return size for component,1.0
retrieve attribute in sqlinputimpl object,1.636
write len bytes from byte array,0.0
set data array element in bank,1.6
return number of columns in table,0.0
add period to object,0.0
obtain instance of localdate from year,0.0
remove tasks from task queue,0.0
append subsequence of the specified character sequence to appendable,0.0
remove attribute with name,0.0
manage selection to lsm,0.0
return sample in band,0.0
set destination to imageoutputstream,0.0
obtain input stream with format,0.0
return hash code value for uid,0.0
uncompress bytes into buffer,0.0
return allocation for child,0.0
read value from input stream,1.0
return set of types in elements,0.0
regard character as character,0.0
invoke method on ui,1.0
report property update to listeners,1.917
remove mimeheader objects for soapenvelope object,0.0
return copy of this localdatetime with number of months,0.0
set parameter to boolean,0.0
retrieve value of the designated column in row of this resultset object,1.474
get bounds for frame,0.0
provide hint to look,0.0
add component to layout,1.0
select columns in model,0.0
return attributes for tag,0.0
set cursor image to cursor,0.0
get privatekey from entry,0.0
obtain instance of localdate from year,0.0
extract object in value field,0.0
create context on side,0.0
set amount of time in milliseconds,0.0
compare activation descriptors for equality,0.0
combine date time with time zone,1.0
insert float into value field,0.0
return number of rows in model,0.0
set pixel in databuffer,1.0
set columnnumber field on event locator,0.0
replace text of the current node with text,0.0
return detail element for soapfault,0.0
create copy of this paper with contents,0.0
read attribute in stream,0.0
remove listener from list of listeners,0.0
obtain information about target lines of a particular type,0.0
return hash code value for descriptor,0.0
add namespace declaration with prefix,0.0
return row for location,0.0
write byte to output stream,2.0
broadcast end of a progressive pass by calling,0.0
associate document type declaration with document,0.0
write byte to output stream,2.0
return enumeration value table for class multipledocumenthandling,0.0
remove newchild from parent,0.0
set default compression method for entries,0.0
calculate requirements for axis,0.0
insert string value into dynany,0.0
obtain instance of localtime from hour,0.0
support conversion to target format,0.0
set locale to locale,0.0
read corba value from input stream,0.0
return integer from defaults,0.0
get reason for event,0.0
associate value with property,0.0
submit forkjointask for execution,0.0
return alignment along axis,1.0
return iterator for events,0.0
remove listener for table column model events,0.0
return cpu time for thread,1.0
return size in bits of the prime modulus,0.0
indicate name of the changed attr node in event,0.0
retrieve value of the attribute with name,0.0
bind socket to ip address,0.0
move stream position by number of bytes,0.0
return stream with handler,0.0
add row to end of the model,0.0
specify attribute in start tag of element,0.0
select node at row,0.0
set default value for so_rcvbuf option,0.0
create pixelinterleavedsamplemodel with subset of the bands of this pixelinterleavedsamplemodel,0.0
create schemafactory object for schema language,0.0
turn undomanager into compoundedit,0.0
register listeners with component subclasses,0.0
set value of the doinput field for urlconnection,0.0
repaint rectangle of this component within tm milliseconds,0.0
return string for role value,0.0
set draggedcolumn to acolumn,0.0
add attachmentpart object to object,0.0
return copy of this offsetdatetime with altered,0.0
associate thread with threadinfo,0.0
append subsequence of the specified character sequence to output stream,0.0
get commands for type,0.0
return purpose number format for locale,0.0
set value for buttonmodel,0.0
return manager for type of key material,0.0
write attribute to stream,1.0
add event to output stream,0.0
bring frame to front,0.0
get years value of this duration as int,0.0
convert name into array of name components,0.0
apply function to arguments,0.0
read attribute in stream,0.0
return copy of this yearmonth with number of years,0.0
set parameter in command,0.0
update protectiondomains with principals,0.0
obtain input stream from input stream,0.0
return action command for button,0.0
set metadata for object,0.0
set sample in band,0.0
revalidate component hierarchy up to root,0.0
return input stream for reading,0.0
append zone offset as such,0.0
read property list from input byte stream,0.0
set samples in band,0.0
retrieve filter for filteredrowset object,0.0
return copy of this localdate with number of weeks,0.0
open clip with format,0.0
return code point at index of the char array,0.0
get date time formatter with default style,0.0
return number of tabs in tabbedpane,0.0
set selection model for tablecolumnmodel,0.0
reset stream to mark,1.0
create directory in directory,1.0
compare uuid with uuid,0.0
create uuid from string representation,0.0
extract integer value from dynany,0.0
return copy of this offsetdatetime with minute altered,0.0
set parameter to clob,0.0
get collation element in string,1.0
return copy of this offsetdatetime with number of hours,0.0
set gap between components,1.0
return header string for set of xml,0.0
read bytes from stream,1.778
paint label text with foreground color,0.0
fetch iterator for html tag,0.0
return enumeration value table for class presentationdirection,0.0
push element onto stack,1.0
retrieve role value for role name,1.0
obtain instance of offsetdatetime from date,0.0
compare object with collection,0.0
map index of the column in table model,0.0
replace binding for name,0.0
lay text by reference,0.0
remove dragsourcelistener from dragsourcecontext,0.0
return distance from point,0.0
read property list from input character stream,0.0
select text between indices,0.0
set system identifier for locator,0.0
return name of the component given component index,0.0
write idl character value to output stream,1.0
obtain instance of localtime from hour,0.0
associate value with key,1.833
get setting for loopback of multicast datagrams,0.0
write attribute to stream,1.0
make proxy for mxbean,1.0
obtain date in hijrah calendar system,1.0
return amount of memory in bytes,1.667
return index within string of the last occurrence of the specified substring,1.0
translate css declaration to attributeset,0.0
open file for reading,1.0
remove entry for key,1.0
return attributes object for connection,0.0
return type of certificates in certification path,0.0
return iterator over soapheaderelement objects,0.0
set value of the dynenum to value,0.0
create signedinfo with parameters,0.0
invoke waitforidle after generating,0.0
put value of the named double field into field,0.0
set parameter to long,0.0
reset extensions to state,0.0
return copy of this zoneddatetime with time,0.0
obtain position in data,1.667
read bit number from file,1.0
retrieve number of components in compound name,0.0
copy components of this list into array,0.0
set feature flag for parser,0.0
return data array element from bank,1.429
return margin between border,0.0
get font from attribute,0.0
obtain instance of zoneddatetime from date time,1.0
create text node given string,0.0
return root elements for annotation processing,0.0
return hash code for uuid,0.0
return system class loader for delegation,0.0
return length in bytes,1.0
remove event from track,0.0
get default root element for document model,0.0
set bounds for frame,1.0
replace value in datavector instance variable,0.0
obtain program number for channel,0.0
return copy of this offsetdatetime with number of seconds,0.0
specify offset in destination image,0.0
retrieve role info for role name of a relation type,0.0
construct listmodel from vector,0.0
return menu bar from pane,0.0
return hash code value for snihostname,0.0
set location of this point to coordinates,0.0
remove values from attribute,0.0
convert type to string,0.0
write char value to stream,1.0
set data element in profile,0.0
fork tasks from scheduling queues,0.0
test qname for equality,0.0
add item to list,0.0
bind value to argument of a method handle,0.0
return item in collection,0.0
initialize variables with default values,0.0
set cursor for component,0.0
return enumeration value table for class printerstate,0.0
parse string argument as long,0.0
build w3cendpointreference from properties,0.0
assign value to element of the specified range of the specified array of booleans,0.0
apply attributevalueexp on mbean,0.0
remove trayicon from systemtray,0.0
invoke paint method on ui,0.0
remove row from object,0.0
invoke operation on mbean,0.0
register keyboard actions on jtableheader,0.0
set value of the ifmodifiedsince field of this urlconnection to value,0.0
obtain instance of localtime from object,0.0
set feature in implementation of org,0.0
create view of this byte buffer as char buffer,0.0
return hashcode for activation,0.0
return data array element from bank,1.429
return currency instance for country of the given locale,0.0
convert int to setoverridetype instance,0.0
return bounds for windows,0.0
pop custom with custom approve button,0.0
return path for context,0.0
write byte to output stream,2.0
cut text between indices,0.0
get keyboard mnemonic for button,0.0
change ui for component,0.0
return position as float,0.0
obtain object reference for target corba object,0.0
set time limit of these searchcontrols in milliseconds,0.0
return defaults for synthlookandfeel,0.0
return key for relation,0.0
return executor for serviceinstance,0.0
return print orientation for pages,0.0
create destination raster with size,1.667
return index within string of the first occurrence of the specified substring,0.0
replace element of this list with result of applying,0.0
change bound for numbers,0.0
write string to writer,0.0
assign value to element of the specified range of the specified array of doubles,0.0
remove component from ldap name,0.0
set soapfault object with give fault code,0.0
scan token of the input as biginteger,0.0
replace text between start,0.0
return offset within backing array of the first element of the buffer,0.0
get help menu on menu bar,0.0
read array of unsigned corba longlongs from input stream,0.0
write integer onto stream,0.0
get file object for input,0.0
return tab bounds at index,0.0
initialize editor with item,0.0
add binding for keystroke,0.0
obtain date in buddhist calendar system,0.0
get clip from url,0.0
enforce position of the glass component as child,0.0
return tile index in direction,0.0
check tile for writing,0.0
obtain date from date time object,0.0
return longconsumer after the,0.0
send output to parent,0.0
return amount of space between text,0.0
set gap between components,1.0
retrieve exception in environment,0.0
set size of this dimension object to width,0.0
export object to rmi runtime,0.0
create graphics context for splash screen overlay image,0.0
set read permission for pathname,0.0
retrieve value of the designated column in row of this resultset object,1.474
return data element array representation of a pixel given array of unnormalized color alpha components,0.0
convert string in jdbc time escape format,0.0
return number of rows in tabulardatasupport instance,0.0
return rootpane object for dialog,0.0
return paper size for pages,0.0
initialize factory with source of specific trust material,0.0
obtain thaibuddhistdate from object,0.0
compare source string to target string,0.0
resolve uri against uri,0.0
calculate pageformat with values,0.0
get signature from crl,0.0
return copy of this instant in milliseconds,0.0
return icon from defaults,0.0
replace value with result of invoking,0.0
convert bigdecimal to long,1.0
return iterator over child nodes of this element,0.0
add relation to relation,0.0
return code for locale,0.0
return hash code for biginteger,0.0
return value of the specified number as float,0.0
remove awteventlistener from receiving,0.0
initialize transformservice with parameters context,0.0
return read namespace context for position,0.0
set property in implementation of marshaller,0.0
offset data within instance,0.0
put value of the named boolean field into field,0.0
obtain position in sequence,0.0
cancelcelledit messages to realeditor,0.0
return location of the destination point given point,0.0
return permissioncollection object for storing,1.0
compare path of uri to name,0.0
return list item at index,0.0
create destination raster with size,1.667
get bounds of this object in form of a rectangle object,0.0
urus tests for equality,0.0
create writableraster with samplemodel,0.0
set data for rectangle of pixels,0.0
insert element at front of this deque,1.333
return number of digits in type,0.0
retrieve number of components in ldap name,0.0
return number of rows given space,0.0
give access to view of the flowview flow strategies,0.0
return list of garbagecollectormxbean objects in machine,0.0
support system tray on platform,0.0
return component to left,0.0
set bits from fromindex,0.0
create spliterator over elements,1.0
set location of the end points of this quadcurve2d to coordinates,0.0
obtain data byte in message,1.0
return number of bytes in attachmentpart object,0.0
initialize pair generator for keysize,1.0
compare instance with another,0.0
acquire lock on region of file,0.0
report property changes for object properties,0.0
create bandedsamplemodel with subset of the bands of this bandedsamplemodel,0.0
create pgpdata from pgp identifier,0.0
return descriptor for feature,0.0
return calendar system era object from value,0.0
set bindings with scope value,0.0
add window to list of components,0.0
associate value with attribute name,1.0
return multicast listener from adding,0.0
return rendering hints for op,0.0
return trc as array of shorts,0.0
return reference to component of this key pair,0.0
return iterator over elements,1.0
read object to only,0.0
write idl interface type to output stream,0.0
get value of the specified field as int,0.0
combine time with date,1.0
set servicename as wsam,0.0
return default selector provider for invocation of the java virtual machine,0.0
add shape of the specified area to shape of this area,0.0
return preference node from system preference tree,0.0
return size for container,1.0
write permission for pathname,0.0
return index within sequence,0.0
add path to selection,1.0
set command property to string object,0.0
select item in scrolling list,0.0
read len shorts from stream,0.0
report property changes for properties,0.0
return length in bytes,1.0
add state reason to printer state reasons,0.0
create jmenuitem for actions,0.0
broadcast start of an image read by calling,0.0
move cursor to row,1.0
set transform to translation transformation,0.0
associate version number with uuid,0.0
arrive thread at exchange point,0.0
create texthitinfo at offset,0.0
set element at position,2.0
restore object to value,0.0
apply operator to operand,0.0
remove binding from keymap,0.0
remove path from selection,0.0
return offset into data element,0.0
insert element into queue,1.0
return field name in english,0.0
specify file name for output,0.0
return offsets in array,0.0
set margin between border,0.0
search array for object,0.0
obtain instance of offsettime from text string,1.0
return set of legal values for attribute,0.0
append menu item to end of this menu,1.0
set value of the indexed component of the specified array object to float value,0.0
