query name,avg_round
find with components,0.0
get for list,1.5
return in destination image,0.0
return in units,1.0
compare with compositedatasupport instance,0.0
set for rowset object,1.0
create from system defaults,0.0
combine with month day,1.0
return for relation,1.4
append to appendable,1.0
append to writer,1.0
parse from location,0.0
read from stream,1.382
get from instant,1.0
convert for conversions,0.0
read from jar,1.0
return for script,1.0
set in command,0.0
disable from delivered,0.0
add to subjectalternativenames,0.0
remove at index,1.0
return in array of double,0.0
remove from container,1.0
add to permissioncollection,0.0
return within child,2.0
return for character,1.786
set with key,1.0
parse as xml,1.667
return after location,2.111
install onto jformattedtextfield,1.0
return for storing,1.0
retrieve for logger,1.0
create over elements,1.0
reset to configuration,1.0
insert at front of this deque,1.333
return from applying,0.0
return with bitlength,0.0
convert into bytes,0.0
construct for charset,1.0
set to sql query,0.0
return for bcp47 script code,0.0
remove from list of components,1.0
retrieve in sqlinputimpl object,1.636
update with string value,0.0
read from input,1.0
return in pixels,1.0
grant for primitives,1.0
decode into long,0.0
set for button,1.444
return for class chromaticity,1.0
return from certificate,1.667
set for url request,0.0
obtain from text string,1.8
construct with thread pool,1.0
return in policy tree,0.0
write to sqloutputimpl,1.0
load from input stream,0.0
return for gsscredential,0.0
remove with width,0.0
return for attribute of the current element,0.0
pass in object,0.0
return with array,4.408
return for type,2.24
retrieve in column,1.0
return to element,2.0
get with hypertext document,0.0
return in 1/72nds of an inch,1.0
obtain from system clock,2.048
convert to type,1.0
get in text,1.5
compute for key,0.0
store in column,1.0
add to beancontext,1.0
return with duration,0.0
return at port,0.0
add to post- processor chain,0.0
get for zone,1.571
specify as element of the list,0.0
set to value,2.011
return for jobattributes,0.0
create from pgp material packet,0.0
obtain from object,1.0
set to point2d,1.0
convert to collection object,0.0
parse as xml,1.667
extract from dynany,1.455
set in bank,1.6
return from file object,1.0
return in iteration,1.0
return to value,3.896
add to border,1.8
return in text,2.429
remove from list of attribute values,0.0
obtain for mouseinfo operations,0.0
retrieve as java,1.0
create with samplemodel,1.571
request in implementation of org,0.0
define for element,0.0
compare for equality,1.13
compare to year month,0.0
initialize as such,1.0
append to end of the character data of the node,0.0
remove from menu,1.0
return for ip address,1.0
connect to orb,1.0
read from input stream,1.51
return for rmi idl custom value types,0.0
write to output stream,1.8
return for column,1.818
return for locale,1.619
return with number of weeks,1.0
return for pixel,1.5
make by guarding,0.0
prepare for events,0.0
pass in equivalent,0.0
return for permission object,1.0
return for enum,1.0
give in application,0.0
compile into pattern,1.0
remove from hashtable,0.0
read from file,1.312
get for domain configuration data,0.0
retrieve in clob value,1.8
obtain from date time,2.1
indicate for fonts,0.0
create from value,2.0
submit for execution,1.0
write from offset,0.0
invoke on ui,1.212
set to java value,0.0
render as superscript,0.0
return for character,1.786
adjust to values,0.0
initialize with key,1.111
get to right of the decimal point,0.0
return for source,2.0
read from file,1.312
replace in list of parameters,0.0
set as warning,0.0
compare to date,0.0
enable with timeout,0.0
return in array,4.408
return for provider,1.0
return for class multipledocumenthandling,1.0
remove for category,1.0
create given string,1.4
reset to position,1.0
return for component,3.712
return for fieldposition,0.0
return for tabulartype instance,0.0
return for key,2.136
retrieve as java,1.0
set in bank,1.6
return for group,1.5
set from resolved,0.0
remove from tabbedpane,1.0
set to value,2.011
add to end of the chain,1.0
set to array of bytes,1.0
select in list,1.0
get within graphics2d context,0.0
apply to type,0.0
compare with tabulardatasupport instance,0.0
set for cookie,0.0
set into state,2.462
set for object,1.742
set for thread,1.0
send for relation creation,0.0
apply to connections,0.0
read from input stream,1.51
set in command,0.0
return for class,1.741
return with function,1.667
key for traversal operation,0.0
create for jtableheader,0.0
add to list of certification path checkers,0.0
remove from group,1.0
set for pageformat,1.0
return for openmbeanconstructorinfosupport instance,0.0
create for compilation task,0.0
pass in object,0.0
compare to another,1.0
set to values,1.188
return for pixel,1.5
parse as decimal,0.0
get from certificate,1.0
add for desktop property,0.0
return for role info name,0.0
return between origin,1.5
return over elements,1.567
invoke on ui,1.212
set for file dialog window,1.0
sign for parameter,0.0
return for elements of this stream,1.0
return in style,1.833
write to output stream,1.8
invoke on ui,1.212
return with number of hours,1.0
return with amount of months,0.0
delete from resultset object,0.0
specify as string,1.0
execute in pool,0.0
return for object,2.077
get for interface,1.0
remove from state,1.0
convert to string,1.289
invoke on ui,1.212
add for transformation,0.0
support for thread,0.0
invoke on ui,1.212
remove from mouse wheel listener,1.0
add to value,1.0
return for target object,1.0
return within array,4.408
convert into string,1.289
return over collection,1.75
associate to prefix,0.0
return in selection,1.429
compare to object,1.623
retrieve in row of this resultset object,1.474
determine in model,0.0
get from instant,1.0
return for texturepaint,0.0
set to vector,1.0
display as icon,1.0
remove for key,1.895
compare with object instance,0.0
return for band,1.0
return for separator,1.0
set as match column,1.0
get for logger,1.0
return for passed,1.5
set for serversocket,0.0
obtain from object,1.0
convert to bundle name,0.0
store in column,1.0
remove from relation,1.0
disconnect from destination,0.0
return with number of seconds,1.0
set in band,1.0
set with values,1.188
convert into calendar value,1.0
prompt for input,0.0
register as consumer,0.0
set for object,1.742
take in response,0.0
compare to imagegraphicattribute,1.0
invoke on ui,1.212
replace in list of parameters,0.0
insert into sequence,1.0
create for component,1.375
replace with newchild,0.0
rescale in source raster,0.0
set to float,1.333
grant for primitives,1.0
return within string of the first occurrence of the specified character,1.0
read from input stream,1.51
set for soapfault object,1.0
update to properties,0.0
move to row,1.0
get for document,1.0
write to output stream,1.8
reset to mark,1.0
return after the,1.0
return in default srgb color space,0.0
set to font,1.5
set on line,0.0
initialize with key,1.111
receive for document events,0.0
add to group,1.0
set in combo box display area,0.0
compare for equality,1.13
call with values,0.0
produce for method,0.0
remove from name,1.0
associate with location,0.0
create with title,0.0
get for region of the specified component,0.0
return for passed,1.5
append to exceptions,0.0
get from http response message,1.0
report to replacement value,0.0
associate with key,2.375
get from entry,1.0
compute for popup menu,0.0
dispatch to target,0.0
perform on elements of this stream,1.0
add to factory register,0.0
return in container,1.571
read from stream,1.382
return for enumeration class,1.0
return for role reference,1.0
invoke outside context of an operation,0.0
assign to element of the specified range of the specified array of chars,0.0
return as result of decoding,0.0
obtain from file,1.4
read from input stream,1.51
return for object reference,1.5
reorder in array,0.0
read from input stream,1.51
set on target certificate,0.0
set for object,1.742
add to listener list,1.375
write to stream,1.5
move to position,1.75
remove from model listeners,0.0
return from position,1.885
return with hour,1.0
determine based on file component of a url,0.0
get for beancontextchildsupport,0.0
return in pixels,1.0
return as thread,1.75
add to list control,0.0
write to file,1.231
return for thread,1.75
add to end of this name,1.0
return in sequence,1.438
determine for view,1.0
remove from container,1.0
offset in text,1.0
remove from chain,0.0
return from object,2.077
select in desktop pane,0.0
return in edits,0.0
set for result,1.0
encode into string,1.4
create with location,1.0
set for values,1.188
register as mbean,1.0
get from document,1.0
instantiate for bundle name of the given format,0.0
write to output stream,1.8
remove at position,1.6
insert at tail of this queue,1.429
handle in marshaller,0.0
return from conversion of rectangular coordinates,0.0
create from key,0.0
set to rotation transformation,0.0
paint to graphics,0.0
return for jobs,0.0
return for manifest,1.5
return with number of days,1.0
scan as long,0.0
compare to date object,0.0
reset with input sequence,0.0
return in mm,0.0
return as list,1.667
return for resource bundles,0.0
find with parameter types,0.0
reset to configuration,1.0
obtain from system clock,2.048
invoke on ui,1.212
set for path,1.0
create based on information,0.0
add to parent,0.0
offset for notes,0.0
update with contents of the overlay image,0.0
retrieve in array of bytes,0.0
translate into bigdecimal,1.0
convert to character array,0.0
map into rendercontext,0.0
return for key,2.136
remove from mbean,0.0
return for data type,0.0
set to true,1.0
transform to result,0.0
uninstall from viewport,0.0
call on object,0.0
provide for character,0.0
return for string,4.137
deliver with hints,0.0
read from input stream,1.51
make since commit rollback,0.0
add to edits,0.0
return from slot of the portableinterceptor,0.0
return for tasks,0.0
initialize as such,1.0
add to border,1.8
add to menu bar,1.0
set in implementation of unmarshaller,0.0
return with altered,1.0
select in model,1.0
set to obj,1.0
enable for composition,1.667
write to output stream,1.8
set to value,2.011
scan as bigdecimal,0.0
retrieve in search result,1.0
read from input stream,1.51
occur on component,1.0
read from stream,1.382
append to builder,0.0
create with look,1.5
set for packet,1.0
read from stream,1.382
return with offset,1.778
return in array of int,0.0
store in column,1.0
encode into sequence of bytes,1.0
convert in fields,0.0
add to mbean,0.0
pass in object,0.0
return for stroke,1.0
set for component,2.417
return with number of months,1.0
set to string object,1.0
add for table column model events,0.0
return for graphicattribute,0.0
read from stream,1.382
return to dataflavor,1.0
write to file,1.231
add to pane,1.0
invoke on ui,1.212
receive from check box,0.0
convert to long,2.0
call on iorinterceptor instances,0.0
iterate over elements,0.0
move to row,1.0
compare for equality,1.13
obtain from object,1.0
insert for component,1.4
associate with construct,0.0
initialize with processing environment,1.0
read to number of bytes of data,0.0
return within document of the start of the change,0.0
create for entry name,0.0
append to end of the tool bar,1.0
remove from children,0.0
return for node,1.533
remove from element,2.067
add to end of this ldap name,1.0
return in sqlinputimpl object,1.0
translate into components text,0.0
fetch for caret,1.0
return with value of this field,0.0
determine for layout grid,0.0
set for scripts,1.0
write from input stream,1.0
decode from input byte buffer,0.0
return at end of the next layout,0.0
return with amount,1.529
return between points,1.0
create with type,1.0
get in soappart object,0.0
return for object,2.077
compare to object,1.623
return in radix,1.0
return to poa,0.0
resolve from set of available initial service names,0.0
return with number of months,1.0
write to stream,1.5
calculate between components,1.0
return in table,1.25
obtain for sequencer,1.0
return in object,2.077
obtain from system clock,2.048
obtain from resource manager,0.0
add to list of addresses,0.0
read from stream,1.382
calculate for paragraph,0.0
set at index,1.357
obtain from hour,1.0
add to menu item,1.0
convert into string,1.289
calculate for axis axis,0.0
write to sqloutputimpl,1.0
set for tabbedpane,1.0
enable for dialog,0.0
bind to object,1.667
add to collection,1.0
return given definition,0.0
return after character of the subsequence,0.0
filter in view,0.0
display for drives,0.0
convert to string representation,0.0
return in text range of the specified char sequence,0.0
return for trailer field,0.0
read from stream,1.382
return for iso chronology,1.0
return with name logger,0.0
convert to string,1.289
scan as double,0.0
return including dns hostname,0.0
return from defaults,1.095
append to sequence,1.0
return from generator,1.0
return over sqlexceptions,0.0
retrieve at position pos,0.0
get for locale,1.778
identify in cookie store,0.0
paint in jlayer,0.0
showdelete to value,0.0
convert into float value,1.0
support in combination,0.0
identify in relation service,0.0
insert at tail of this queue,1.429
return for frame,1.0
set at index of this vector,0.0
pass for rmi idl custom value types,0.0
set as long,1.0
receive from choice menu,0.0
set for source,1.571
remove at top of this stack,0.0
return for map,2.143
record into summary information,1.5
associate with attribute name,1.0
return in children,1.5
draw between cells,1.0
add to list,1.0
assign to element of the specified range of the specified array of objects,0.0
match in array of names,0.0
insert at position,1.375
add to calendar field,1.0
return in coordinate space,0.0
prompt for input,0.0
return to object registry,1.0
return for kerberoskey,0.0
set with values,1.188
return for ietf,0.0
read from file,1.312
return in model,2.091
make for mbean,1.0
write to sqloutputimpl,1.0
set for instance of the java virtual machine,0.0
return over elements,1.567
read from stream,1.382
relayout based on size of the children,0.0
create for popup,1.0
validate during resizing,0.0
append as such,1.286
return for permission object,1.0
return in coordinate system,1.5
set for midi message,1.0
get from endpoint,0.0
remove in selection,1.0
return on machine,1.0
initialize with key,1.111
return in use,1.0
replace in list of parameters,0.0
set to index,1.357
write to output stream,1.8
return for sslrmiserversocketfactory,0.0
write for types,0.0
return in data table,1.0
create with default folder name,0.0
call on statementeventlisteners,1.0
extract in value field,1.0
return with number of minutes,1.0
add from name,1.308
install on jpasswordfield,0.0
remove from prefix list,0.0
retrieve in row of this resultset object,1.474
actionperform on action,0.0
make from input stream,0.0
return within glyphvector,1.0
read from stream,1.382
open in directory,1.0
obtain from text string,1.8
get from certificate,1.0
obtain from value,1.857
specify for pages,1.0
provide from coordinate space of the model,0.0
add to calendar field,1.0
remove for key,1.895
parse as schema,1.0
set in beats,0.0
return to tree element,0.0
retrieve for name,1.375
return in sequence,1.438
get in days,1.0
associate with beancontextchild,0.0
remove from timer,0.0
obtain from instant,1.286
start with path,0.0
obtain from instant,1.286
set in command,0.0
return in 1/72nds of an inch,1.0
compare to another,1.0
specify for cookie,0.0
return for address,1.667
write to output stream,1.8
compare to stringbuffer,0.0
retrieve in keystore,0.0
render to graphics2d object,0.0
insert into document,1.0
return to servant,1.0
specify into list,1.0
return as appropriate,0.0
obtain from text string,1.8
add to list of images,1.0
return with number of years,1.0
remove from component,1.562
set for jinternalframe,1.4
return following character,1.786
read from infoset,0.0
set to same,1.0
return for connection,1.0
parse from string,2.0
broadcast by calling,1.0
return for tabulardatasupport instance,1.0
fill in calendar fields,0.0
append to end of the array of columns,0.0
support in expressions,1.0
pass in object,0.0
indicate in characters,0.0
return over set of element mappings of this domcryptocontext,0.0
get in seconds,0.0
return for character,1.786
get on document updates,0.0
register in target,1.0
set for finding,0.0
return for component,3.712
write to output stream,1.8
call for label,0.0
set for transfer,0.0
copy into array,1.0
retrieve in row of this resultset object,1.474
return given code,1.667
inherit from parent,0.0
return for point2d,1.0
add to collection of permission,0.0
get from date time,1.667
extract from value field,1.0
return for exception,2.154
return for subprocess,0.0
return with duration,0.0
add to model,1.0
associate with component,0.0
read from input stream,1.51
create with edge,1.6
return for entry,1.0
return with function,1.667
return from defaults,1.095
get except for text,1.5
allocate given state of the xmlstreamreader,0.0
return for use,1.0
return in vector,1.0
return within string of the rightmost occurrence of the specified substring,0.0
parameter to value,0.0
return with resolver style,0.0
compare for equality,1.13
put into field,1.0
compare to charsequence,1.0
replace in list of parameters,0.0
return in iteration,1.0
create for jtabbedpane,0.0
add to calendar object,0.0
obtain for synthesizer,0.0
create from name,1.533
remove from parent,1.286
set to soapelement object,1.0
write to output stream,1.8
select from index0,1.0
return for openmbeanattributeinfo instance,0.0
convert to long,2.0
return for class compression,1.0
add for receiving,0.0
set for field name,0.0
get in duration,1.0
update with value,1.545
read from preference node,0.0
retrieve in row of this resultset object,1.474
return for mxbeaninterface,0.0
get for beancontext,1.8
set as value,2.011
return in view,2.625
ask for password,0.0
add to acl entry,1.0
return within string of the last occurrence of the specified character,1.0
set for page number,0.0
return with number of years,1.0
generate for collation object,0.0
queue from line,0.0
move from range,0.0
enable by event mask,0.0
broadcast by calling,1.0
return from applying,0.0
remove from view,0.0
return for region,1.75
return for parameter,1.923
register with component,1.0
write to stream,1.5
return for component tree,0.0
call for util,0.0
return by searching,0.0
extract from dynany,1.455
replace with hints,0.0
set to index,1.357
convert into value,1.545
get in mailcap files,0.0
return for openmbeanparameterinfo instance,0.0
add to selection,1.4
learn about properties,0.0
compare to date,0.0
add to list of parameters,1.0
report to listeners,1.917
calculate until year,0.0
create for beginning,0.0
retrieve for driver,1.0
read from input stream,1.51
convert to gssname object,0.0
return to array,4.408
return with number of minutes,1.0
set to value,2.011
get from field,1.0
insert at front of this list,0.0
process as such,1.0
return from defaults,1.095
update with changes,0.0
return for shapegraphicattribute,0.0
return with number of minutes,1.0
tile in output stream,0.0
update on flowview,0.0
remove from dragsource,1.0
provide from view,0.0
set for level class,0.0
invoke on ui,1.212
assign to alias,1.5
parse as schema,1.0
combine with offset,1.0
compare with vector,0.0
find for subsystem,0.0
open for reading,1.0
visit in annotation,1.417
return in sequence of dates,0.0
compare for ordering,0.0
decode into characters,0.0
return for loginmodule,0.0
set to size,1.833
return for curve point,0.0
return over zip,1.5
destroy for name,0.0
remove from attribute,1.737
return for container,1.571
render at location,1.0
abort to iioreadprogresslisteners,0.0
obtain from object,1.0
return with element,2.0
return as double,1.2
offset to gmt,0.0
add to selection,1.4
retrieve in sqlinputimpl,0.0
return with amount,1.529
obtain from system clock,2.048
add to list of interested consumers,1.0
return in effect,1.4
set to sql,0.0
visit in annotation,1.417
invoke after generating,0.0
return for xml schema,1.0
initialize to default values,1.0
set for button,1.444
return with number of years,1.0
add for property,1.0
perform on object,1.0
return at row,1.929
calculate for boxview,0.0
start to position,0.0
write to output stream,1.8
write to channel,1.8
add to model listeners,0.0
change for connection object,0.0
create from supplier of spliterator,1.0
get on implementation,0.0
return in colorspace of the color,0.0
show to method,0.0
return for serialclob,0.0
remove from frame,2.0
remove from list of notifications,0.0
bind to address,1.0
return for value,3.896
attach to key,0.0
create for multi,0.0
insert at tail of this queue,1.429
convert to zoneddatetime,1.0
insert into sequence,1.0
pass in object,0.0
get for file object,1.5
get from x509crlentry,1.0
create for url scheme,0.0
get in font,2.0
return for property,1.0
return in identity hash map,0.0
calculate for container,0.0
provide with arguments,0.0
add to registry,1.0
return for jmxprincipal,0.0
get in units,0.0
convert to float,1.0
write to file,1.231
bind into application layer data,0.0
move to position,1.75
replace in list of parameters,0.0
return in data array elements,0.0
invoke on ui,1.212
display at position,0.0
set to byte value,0.0
return in milliseconds,1.5
identify to parent,0.0
compare for equality,1.13
return for document event,1.0
return with name,2.537
compare to another,1.0
obtain in data,1.667
associate to data,0.0
abort via abort method,1.0
append to sequence,1.0
create for use,1.0
represent within method,0.0
compare to another,1.0
read from database,0.0
define for handler,0.0
add to subrange of the string,1.0
bind to object,1.667
assign to element of the specified range of the specified array of shorts,0.0
read from stream,1.382
invoke on ui,1.212
allow to child node,0.0
subtract from object,1.0
remove from container,1.0
return in child array,1.0
insert into dynany,1.4
return for column,1.818
return as hasmoretokens method,0.0
create from arguments,0.0
pass in object,0.0
return for ticket,0.0
perform for axis of the box,0.0
write to java,1.0
create from pgp identifier,0.0
set from tree of xml dom nodes,0.0
return with duration,0.0
return in traversal cycle,1.0
return for component,3.712
retrieve in sqlinputimpl object,1.636
write from byte array,0.0
set in bank,1.6
return in table,1.25
add to object,1.583
obtain from year,1.833
remove from task queue,0.0
append to appendable,1.0
remove with name,1.0
manage to lsm,0.0
return in band,1.0
set to imageoutputstream,0.0
obtain with format,1.0
return for uid,0.0
uncompress into buffer,0.0
return for child,2.0
read from input stream,1.51
return in elements,1.567
regard as character,0.0
specify in oid,0.0
invoke on ui,1.212
return at time,1.778
report to listeners,1.917
remove for soapenvelope object,0.0
return with number of months,1.0
set to boolean,1.0
retrieve in row of this resultset object,1.474
get for frame,1.0
provide to look,0.0
add to layout,1.0
select in model,1.0
return for tag,1.0
set to cursor,1.0
get from entry,1.0
obtain from year,1.833
extract in value field,1.0
create on side,0.0
set in milliseconds,1.0
compare for equality,1.13
combine with time zone,1.4
insert into value field,1.0
return in model,2.091
set in databuffer,1.0
set on event locator,1.0
replace with text,1.0
return for soapfault,1.0
create with contents,0.0
read in stream,1.382
remove from list of listeners,1.0
obtain about target lines of a particular type,0.0
wrap in undeclaredthrowableexception,0.0
return for descriptor,2.2
add with prefix,0.0
return for location,2.111
write to output stream,1.8
broadcast by calling,1.0
associate with document,1.0
write to output stream,1.8
return for class multipledocumenthandling,1.0
remove from parent,1.286
set for entries,1.0
calculate for axis,0.0
insert into dynany,1.4
obtain from hour,1.0
support to target format,0.0
set to locale,1.5
read from input stream,1.51
return from defaults,1.095
get for event,0.0
associate with property,1.0
submit for execution,1.0
return along axis,1.571
return for events,0.0
remove for table column model events,0.0
return for thread,1.75
return in bits of the prime modulus,0.0
indicate in event,0.0
retrieve with name,1.375
bind to ip address,0.0
move by number of bytes,0.0
return with handler,1.857
add to end of the model,0.0
specify in start tag of element,0.0
select at row,1.0
set for so_rcvbuf option,1.667
create with subset of the bands of this pixelinterleavedsamplemodel,0.0
create for schema language,0.0
turn into compoundedit,0.0
register with component subclasses,0.0
set for urlconnection,0.0
repaint within tm milliseconds,0.0
return for role value,0.0
set to acolumn,1.0
run in environment,0.0
add to object,1.583
return with altered,1.0
associate with threadinfo,1.0
append to output stream,1.0
get for type,1.0
occur on component,1.0
return for locale,1.619
set for buttonmodel,0.0
return for type of key material,0.0
write to stream,1.5
add to output stream,1.0
bring to front,0.0
get as int,1.0
convert into array of name components,0.0
apply to arguments,0.0
read in stream,1.382
return with number of years,1.0
set in command,0.0
update with principals,0.0
obtain from input stream,1.5
return for button,1.25
set for object,1.742
set in band,1.0
revalidate up to root,0.0
return for reading,1.0
append as such,1.286
read from input byte stream,0.0
set in band,1.0
retrieve for filteredrowset object,0.0
return with number of weeks,1.0
open with format,0.0
return at index of the char array,0.0
get with default style,1.0
return in tabbedpane,1.0
set for tablecolumnmodel,0.0
reset to mark,1.0
create in directory,2.429
compare with uuid,0.0
create from string representation,0.0
extract from dynany,1.455
return with minute altered,1.0
set to clob,0.0
pass to variant of java,0.0
get in string,3.0
return with number of hours,1.0
set between components,1.0
return for set of xml,1.0
read from stream,1.382
paint with foreground color,0.0
fetch for html tag,0.0
return for class presentationdirection,1.0
push onto stack,1.0
retrieve for role name,1.667
obtain from date,1.818
return from createpropertychangelistener,0.0
compare with collection,0.0
map in table model,0.0
replace for name,0.0
lay by reference,0.0
remove from dragsourcecontext,0.0
return from point,1.389
read from input character stream,0.0
clear in bitset,0.0
select between indices,0.0
set for locator,1.0
return given component index,0.0
write to output stream,1.8
obtain from hour,1.0
depend upon layout orientation,0.0
associate with key,2.375
get for loopback of multicast datagrams,0.0
write to stream,1.5
make for mxbean,1.0
obtain in hijrah calendar system,1.0
return in bytes,1.818
return within string of the last occurrence of the specified substring,1.0
translate to attributeset,0.0
open for reading,1.0
remove for key,1.895
return for connection,1.0
return in certification path,1.5
add to listener list,1.375
return over soapheaderelement objects,0.0
set to value,2.011
create with parameters,1.0
invoke after generating,0.0
put into field,1.0
set to long,1.0
reset to state,1.0
return with time,1.778
obtain in data,1.667
read from file,1.312
retrieve in compound name,0.0
copy into array,1.0
set for parser,1.0
return from bank,1.889
return between border,1.0
get from attribute,1.4
obtain from date time,2.1
create given string,1.4
return for annotation processing,0.0
return for uuid,0.0
return for delegation,1.0
return in bytes,1.818
remove from track,1.0
get for document model,0.0
set for frame,1.5
replace in datavector instance variable,1.0
obtain for channel,1.0
return with number of seconds,1.0
specify in destination image,0.0
retrieve for role name of a relation type,0.0
construct from vector,0.0
return from pane,1.0
return for snihostname,0.0
set to coordinates,1.0
remove from attribute,1.737
convert to string,1.289
write to stream,1.5
set in profile,0.0
fork from scheduling queues,0.0
test for equality,1.0
add to list,1.0
bind to argument of a method handle,0.0
return in collection,1.75
initialize with default values,1.0
set for component,2.417
return for class printerstate,1.0
parse as long,0.0
build from properties,0.0
assign to element of the specified range of the specified array of booleans,0.0
apply on mbean,1.0
remove from systemtray,0.0
invoke on ui,1.212
remove from object,1.556
invoke on mbean,1.0
register on jtableheader,0.0
set to value,2.011
obtain from object,1.0
set in implementation of org,0.0
create as char buffer,1.0
return for activation,0.0
return from bank,1.889
return for country of the given locale,0.0
convert to setoverridetype instance,0.0
return for windows,0.0
pop with custom approve button,0.0
read in object tree,0.0
return for context,2.143
write to output stream,1.8
cut between indices,0.0
log to provider,0.0
get for button,0.0
change for component,1.0
return as float,1.4
obtain for target corba object,0.0
set in milliseconds,1.0
return for synthlookandfeel,0.0
return for relation,1.4
return for serviceinstance,0.0
refer to service,0.0
return for pages,1.0
create with size,1.875
start with ldap name prefix,0.0
return within string of the first occurrence of the specified substring,0.0
replace with result of applying,0.0
change for numbers,0.0
write to writer,0.0
assign to element of the specified range of the specified array of doubles,0.0
remove from ldap name,0.0
set with give fault code,0.0
scan as biginteger,0.0
replace between start,0.0
return within backing array of the first element of the buffer,0.0
get on menu bar,1.0
read from input stream,1.51
compare to month day,0.0
write onto stream,1.5
get for input,0.0
return at index,1.86
initialize with item,0.0
add for keystroke,0.0
obtain in buddhist calendar system,0.0
get from url,1.0
enforce as child,0.0
return in direction,0.0
check for writing,0.0
set to values,1.188
obtain from date time object,1.667
return after the,1.0
send to parent,0.0
return between text,2.429
set between components,1.0
retrieve in environment,1.667
set to width,1.667
export to rmi runtime,0.0
create for splash screen overlay image,0.0
set for pathname,1.0
retrieve in row of this resultset object,1.474
return given array of unnormalized color alpha components,1.4
convert in jdbc time escape format,0.0
return in tabulardatasupport instance,1.0
return for dialog,1.0
return for pages,1.0
initialize with source of specific trust material,0.0
obtain from object,1.0
compare to target string,0.0
resolve against uri,0.0
calculate with values,0.0
get from crl,1.0
return in milliseconds,1.5
return from defaults,1.095
replace with result of invoking,0.0
convert to long,2.0
return over child nodes of this element,0.0
add to relation,1.0
return for locale,1.619
return for biginteger,1.931
return as float,1.4
remove from receiving,1.0
initialize with parameters context,0.0
return for position,1.885
set in implementation of marshaller,0.0
offset within instance,0.0
put into field,1.0
obtain in sequence,1.0
cancelcelledit to realeditor,0.0
return given point,1.389
return for storing,1.0
compare to name,1.0
return at index,1.86
create with size,1.875
validate during operations,0.0
get in form of a rectangle object,1.0
urus for equality,0.0
create with samplemodel,1.571
set from fromindex,1.0
set for rectangle of pixels,1.0
insert at front of this deque,1.333
return in type,2.24
retrieve in ldap name,0.0
return given space,1.0
give to view of the flowview flow strategies,0.0
return in machine,1.0
support on platform,0.0
return to left,0.0
set from fromindex,1.0
create over elements,1.0
set to coordinates,1.0
obtain in message,1.0
return in attachmentpart object,1.0
initialize for keysize,2.0
compare with another,1.0
bind to prefix,0.0
showdelete to value,0.0
acquire on region of file,0.0
report for object properties,0.0
create with subset of the bands of this bandedsamplemodel,0.0
create from pgp identifier,0.0
return for feature,0.0
return from value,3.896
set with scope value,0.0
add to list of components,1.0
associate with attribute name,1.0
return from adding,1.0
return for op,0.0
return as array of shorts,1.0
return to component of this key pair,0.0
return over elements,1.567
read to only,0.0
write to output stream,1.8
get as int,1.0
bound for matcher,0.0
combine with date,1.833
set as wsam,1.0
return for invocation of the java virtual machine,1.0
add to shape of this area,0.0
return from system preference tree,0.0
return for container,1.571
write for pathname,0.0
return within sequence,1.438
add to selection,1.4
set to string object,1.0
select in scrolling list,0.0
read from stream,1.382
report for properties,0.0
return in bytes,1.818
add to printer state reasons,0.0
create for actions,1.0
broadcast by calling,1.0
accord to java,0.0
move to row,1.0
set to translation transformation,0.0
associate with uuid,1.0
arrive at exchange point,0.0
create at offset,0.0
set at position,2.579
restore to value,0.0
apply to operand,0.0
remove from keymap,1.0
remove from selection,1.0
learn about properties,0.0
pass in object,0.0
return into data element,0.0
insert into queue,1.0
return in english,0.0
specify for output,0.0
return in array,4.408
set between border,1.0
search for object,1.0
obtain from text string,1.8
return for attribute,1.6
append to end of this menu,1.667
set to float value,0.0
shutdown for reading,0.0
authenticate to context acceptor,0.0
return within array,4.408
remove at index,1.0
return along with alignment,2.0
provide as to have,0.0
insert into menu,1.0
return to node,1.533
return with given,1.0
obtain from era,1.0
insert with text,1.5
set for text area,1.0
return with duration,0.0
set to list of bufferedimages,0.0
receive from check box menu item,0.0
write from byte array,0.0
set to vertical,0.0
produce for transfer,0.0
open for writing,1.0
set to int,1.4
give as to number of rows,0.0
combine with offset,1.0
return between indices,1.0
set for part of the document,0.0
return in form of a dimension object,1.0
tile in output stream,0.0
return for storing,1.0
return with number of nanoseconds,1.0
write to sqloutputimpl,1.0
get from connector server,0.0
get at date,1.333
create within content,0.0
acquire from semaphore,1.0
bring with icon,1.0
create for table,1.0
pixel to writableraster,0.0
return with number of days,1.0
install for viewport,1.0
insert into character sequence,1.0
add to end of this list,0.0
impose upon sides of the print medium,0.0
return for row,1.929
retrieve with names,0.0
open to object,0.0
uninstall from ui,1.0
invoke on ui,1.212
return in machine,1.0
return in iteration,1.0
receive from socket,0.0
set to value,2.011
register for object,1.7
print with job attributes,0.0
add in set of observed mbeans,1.0
return in currently,1.0
end with suffix,1.0
move to newindex,0.0
set on textfield,1.0
return in microseconds,0.0
get on continue,0.0
set in map field,0.0
read from input stream,1.51
invoke on ui,1.212
return for cells,1.0
get for file object,1.5
return upon acquired,1.0
write to output stream,1.8
prepare for transaction commit of the transaction,0.0
return for certification path,1.5
remove from pane,1.0
return given name,2.537
check for writing,0.0
call on statementeventlisteners,1.0
register for object,1.7
read from input stream,1.51
set for task,0.0
create for service type,1.0
add to list of parameters,1.0
set to position,2.579
create for connector server,1.5
remove from set of observed mbeans,0.0
