query name,avg_round
create keylistener,0.0
return width of the specified character,0.0
return context,2.143
get part of the margin,1.0
retrieve attribute,2.235
obtain information,1.0
compare object,1.623
return time,1.778
return length of the string representation of this stringjoiner,0.0
return uri string,0.0
return shape,1.0
return sqltype name,0.0
return length of the domain,0.0
return map of names of all system properties,0.0
get certificates,0.0
return array,4.408
receive notification of a validation warning,0.0
acquire lock,1.636
return result of sending,0.0
return string representation of the filenameextensionfilter,0.0
return string representation of the set of tabs,0.0
return icon,2.24
return path,2.0
get stylesheet,0.0
encode string,1.4
set location of the end points of this line2d,1.0
return array of shorts,1.0
return string representation of the first argument,1.0
change parse style,1.0
return hash code value,1.078
return view,2.625
return options,1.0
obtain default sequencer,0.0
return square of the flatness of the quadratic curve,0.0
produce invoker method handle,0.0
retrieve sqlexception,0.0
return element,2.0
return jformattedtextfield child of this editor,0.0
return square of the flatness of this quadcurve2d,0.0
show lsserializer,0.0
return number of times,1.0
evaluate xpath expression,1.0
report entity declaration,1.0
return array,4.408
read corba context,0.0
obtain value of the minutes field,0.0
return uri scheme,0.0
return text content of this node,0.0
return name,2.537
get value of the specified field,1.5
return name of the native image metadata format,0.0
set progress,0.0
return number of characters,1.429
support keeping cursors,1.0
get accessiblecontext,1.0
return orientation,1.8
add hierarchy listener,0.0
push value,0.0
return array of string objects,0.0
get header blocks,0.0
return estimate of the memory usage of this memory pool,0.0
complete task,1.0
apply times,0.0
return thread info,1.0
return compositedata,0.0
return depth,0.0
report xml comment,0.0
stop counter monitor,0.0
return index,1.86
get object,2.667
repaint line range,0.0
retrieve value of the designated parameter,1.0
obtain instance of a duration,1.0
return value,3.896
set link name field of this exception,1.0
return tab,1.0
translate value,1.0
write sequence of bytes,1.8
append default value,0.0
acquire lock,1.636
return sample,0.0
return instance,1.562
return value of the role attribute of this soapheaderelement,0.0
return interface types,0.0
set anchor selection index,1.0
return copy of the anchor rectangle,0.0
retrieve head of this queue,1.0
return data array,1.0
end chunk,0.0
return name of the character encoding,0.0
obtain midi sequence,1.0
compare uri,0.0
set title color of the titled border,0.0
return copy of this localdate,1.0
compare marshalledobject,0.0
set line number,1.0
create object,1.571
get width of the icon,0.0
return writableraster,1.0
revoke registration,0.0
set role name,0.0
obtain audio,0.0
return float object,1.0
terminate line,1.0
return string representation of the zip entry,0.0
return estimate of the number of threads,0.0
set slave synchronization mode,0.0
return name of the entry,0.0
fetch component,0.0
throw org,0.0
get index of this object,1.0
return border object,1.0
set attributes of this search result,0.0
support full_join,0.0
return baseline index of the text,0.0
return object,2.077
add rdn,1.0
return integer value,1.0
return number of formal parameters,0.0
return object,2.077
lay subcomponents of this jinternalframe,0.0
get list of children,0.0
return buffer,1.0
get number of rows,0.0
get change information,0.0
return integer number format,1.0
implement interface,1.6
get character,1.0
return vendor name of this syncprovider instance,0.0
return iterator,1.906
cause thread,1.0
honor paintvalue method,0.0
create spliterator,2.773
return name of the memory pool,0.0
return copy of this time,1.5
return label,0.0
obtain japanesedate,1.333
return name of writable property,0.0
read array of shorts,0.0
get object identifier,0.0
return border object,1.0
print container,0.0
get amount of daylight savings,0.0
create view of the given doc attribute,1.0
write string,1.913
return credential usage mode,0.0
paint border of a password field,0.0
create spliterator,2.773
create object,1.571
put method,0.0
return list of references,0.0
set string object,1.0
return bitmap of event mask,0.0
return number of scaling,0.0
return tablecolumn object,1.0
get font,2.0
convert array of bytes,1.6
set severity field of this event,0.0
return level ancestor of this component,0.0
return list of mimetypes,0.0
append string representation of a subarray of the char array argument,0.0
restore text,0.0
return name of the algorithm,1.667
return copy of the current quantization table,0.0
close stream,2.0
set text of this textcomponent,0.0
get scope,0.0
return smaller of two long values,1.0
return model,2.091
return view of this list,1.0
set formatter,0.0
return value,3.896
convert data,0.0
return shape,1.0
return copy of this localdatetime,1.2
return estimate of the number of remaining bytes,0.0
truncate entity,0.0
record statement,0.0
return provider,1.0
get font,2.0
add descriptors,0.0
read array of idl shorts,0.0
perform click,0.0
return copy of this yearmonth,1.333
return field of this policyqualifierinfo,0.0
convert location,1.0
get value of the lightweightpopupenabled property,0.0
get accessiblecontext,1.0
terminate line,1.0
set catalog name,1.0
change list of package names,0.0
replace stream metadata,0.0
return set,2.36
return name,2.537
get file objects,0.0
make copy of the attributes,0.0
support feature,0.0
append date time pattern,0.0
set uri,0.0
execute task,1.0
create validatorhandler,0.0
set linenumber field,0.0
obtain description of the sound bank,0.0
get property value,1.0
return doublestream,1.778
process actionevent,0.0
allow objects,0.0
get crl entry,1.0
get column number of character offset,0.0
return default selection model object,0.0
return dimension of the slide bar,0.0
set value of the selected item,0.0
provide prompt,0.0
call method,2.0
check error status,1.0
remove item,1.0
set feature,1.333
return bean descriptor,0.0
inform edit,0.0
set drop mode,0.0
return value of a dynfixed,0.0
read valuetype header,0.0
determine size of this scrolling list,0.0
match pattern,1.0
extract typecode object,1.0
return location of this point,0.0
return user root preference node,0.0
remove edits,0.0
handle tag,0.0
read byte of data,2.0
clear warnings,0.0
return parent element of this node object,0.0
return array of all icons,0.0
return filechannel object,0.0
update state,1.0
return splitpaneui,0.0
obtain keyboard pressure,0.0
get value of the adjustable object,1.0
support format,1.0
paint part of the leg,1.0
return mechanism name of this sasl server,0.0
create instance,1.0
create name,1.533
return state of the window,1.0
get list of values of the type attribute,0.0
initialize pair generator,1.375
return transfertype,0.0
decode byte array,1.0
set location of the end points of this curve,1.0
activate editor,0.0
retrieve resource,0.0
set file filter,0.0
return string,4.137
create popup,1.0
return name of the named property,0.0
finish process of connecting,0.0
return locale,1.619
return array of the values of the items,0.0
return size of the locked region,0.0
return string,4.137
return number of components of a dynany,0.0
configure factory,0.0
reset choosable file filter list,0.0
return child component of this window,0.0
compute remainder operation,0.0
obtain description of the line info,0.0
intersect interior of a specified rectangle2d,0.0
obtain line,1.0
bind name,1.571
return parameters of this type element,0.0
return copy of the array of protocols,0.0
check mbeanpermission objects,0.0
get identifier of this timer notification,0.0
read byte of uncompressed data,0.0
allow registration of event listeners,0.0
translate string,1.0
return path,2.0
create view of the given print request attribute,1.0
return debugging options,0.0
create spliterator,2.773
set menubar property,0.0
retrieve value of the designated jdbc,2.0
update file owner,0.0
register mbean,1.0
set lsresourceresolver,0.0
create socket address,0.0
set state of the button,1.0
initialize signature engine,0.0
get class of the implementation of this standard mbean,0.0
return value,3.896
return replacement value,0.0
remove element,2.067
set default sslsocketfactory,0.0
return xml schema,1.0
compare objects,1.667
return string representation of this jtextcomponent,0.0
create xmlgregoriancalendar,1.0
return bindings,1.0
return array of openmbeanconstructorinfo instances,0.0
parse string argument,1.308
get input attributes,0.0
return alignment of the icon,0.0
return provider of this keygenerator object,0.0
compare bigdecimal,1.0
return array of class objects,0.0
construct channel,0.0
return array of the mouse motion listeners,0.0
obtain length of the current sequence,0.0
retrieve result,1.5
return jmenuitem,0.0
retrieve value of the mime header,0.0
throw unsupportedoperationexception,1.0
perform lookup operation,1.0
return capacity of this vector,0.0
write character,1.5
remove listener,2.4
return provider of this certificate factory,0.0
create client socket,0.0
allow value,0.0
return vector,1.0
return copy of the sslparameters,0.0
return string,4.137
set value,2.011
return highlight color of the bevel border,2.0
remove vetoablechangelistener,1.0
return value of this integer,1.667
get accessiblecontext,1.0
return value of the indexed component,1.778
set context factory builder,0.0
create spliterator,2.773
bind socket,1.0
append time zone,1.0
return bounding rectangle,1.0
set line indent,0.0
return boolean,1.0
obtain size of a sample,0.0
get list of eras,0.0
return factory,1.667
create listener,1.727
implement putbytearray method,0.0
return copy of this offsetdatetime,1.0
return reference,1.538
convert biginteger,1.6
set transaction isolation property,0.0
create link,1.0
execute command,1.4
determine color model of screen,0.0
return element,2.0
initialize propertychangelistener,0.0
return copy of this list,0.0
allow application,0.0
return string object,2.722
convert pathname,0.0
return width margin,0.0
return stream of pseudorandom int values,1.0
obtain time,1.5
compare gssname object,0.0
set value of the progress string,0.0
write idl value type value,0.0
create listener,1.727
call dragenter,1.0
return parameter,1.923
store property value,0.0
return representation of the specified point value,2.0
insert menu item,1.0
get prompt,0.0
insert element,2.146
set location of the end points of this curve,1.0
update elemvec,0.0
return prime,0.0
compare certification path,0.0
handle container event,1.0
mark component,1.667
retrieve element,1.0
set schema,0.0
remove element,2.067
convert float value,1.0
reset syntax table,0.0
return descent of the text,0.0
return default value,1.333
get text,1.5
read bytes,2.167
remove listeners,1.0
update value,1.545
write byte,2.188
compute value,1.0
append separator,1.0
throw cannotundoexception,0.0
return string representation of this principal,0.0
return clone of this object,1.0
register parameter,1.5
return typecode object,1.0
draw sequence of connected lines,0.0
return width of this component,0.0
return image,2.111
scroll view,1.0
add component,1.8
retrieve value of the designated jdbc float,0.0
set property,1.133
return copy of this offsettime,1.0
create xmlstreamwriter,0.0
paint background of a separator,0.0
register event listener,1.0
remove beancontextmembershiplistener,1.0
return rectangle,2.643
return string data of the comment,0.0
return iiometadataformat object,0.0
set property,1.133
return value of the specified character,0.0
return attribute,1.6
return value,3.896
create paintcontext,0.0
set user data,0.0
get number of seconds,1.0
convert string argument,1.0
hide popup,1.0
retrieve value of a jdbc blob,0.0
create bunch of span pairs,0.0
invoke finishedpaintingchildren method,0.0
return kind of this type,0.0
retrieve description of the foreign key columns,1.0
return copy of the contained marshalledobject,0.0
return spliterator,1.4
return value of this byte,1.833
start gauge monitor,0.0
retrieve element of this deque,2.0
reset layout manager,0.0
return stream of pseudorandom long values,1.0
set parent,1.571
throw securityexception,1.0
retrieve response controls,0.0
insert contents of the insert row,0.0
return name of the scriptengine,0.0
define package,1.0
replace certificate,0.0
get state of the named feature,0.0
return key,2.136
set value of the indexed component of the specified array object,1.0
return policy,1.6
return number of child nodes,0.0
create signedinfo,1.0
return array of unnormalized color alpha components,1.4
return copy of the point p2,0.0
return string,4.137
invoke namingexceptionthrown method,0.0
retrieve context,1.778
update document structure,0.0
set position of the text insertion,0.0
fetch location of the caret,0.0
return scroll increment,0.0
get beancontextchild,0.0
return string,4.137
remove vmid,0.0
return bounds of the glyph,1.0
return object,2.077
represent type of the underlying object,0.0
return element,2.0
return value,3.896
remove listener,2.4
perform work,1.0
add action listener,1.667
return raster,2.167
set font of this container,0.0
return number of bytes,2.091
fetch allocation,0.0
return copy of this locale,0.0
compare values,1.286
return length of this character buffer,0.0
set strings,1.0
retrieve value of this setoverridetype instance,0.0
combine date,1.833
return style of this font,0.0
return result value,1.0
reset marks,0.0
connect socket,1.0
return reference,1.538
set parameter,1.186
return list of all letter country codes,0.0
return component,3.712
convert value,1.545
initialize cipher,0.0
return characters,1.0
return thumbnail preview image,0.0
add element,1.571
return length of the stream,0.0
lookup group principal,0.0
return form of this certification path,1.0
select rows,1.0
return number of rows,1.0
paint border of a table,0.0
return set of the names of file attribute views,0.0
push element,1.0
return indentation level,0.0
calculate period,1.0
return iterator,1.906
return user drop action,1.0
return codebase,1.0
compare object,1.623
return tile grid offset of an image,1.0
open socket channel,1.0
return object,2.077
return value,3.896
return permissioncollection object,1.4
select item,1.333
clear copy of the password,0.0
create nvlist,0.0
connect socket,1.0
configure factory,0.0
advance position,0.0
obtain temporaladjuster,0.0
convert path string,1.0
write default namespace,0.0
set time limit,0.0
set index,1.357
return certpathvalidator object,0.0
set title,1.0
set parameter,1.186
return copy of this offsettime,1.0
return start index of the match,0.0
retrieve sql type name,0.0
return default,1.75
return version of xml of this xml stream,0.0
support line,0.0
return array of the internalframelisteners,0.0
fetch text component,0.0
return copy of this instant,2.273
enable action,0.0
return value of url field,0.0
retrieve values of several attributes of a named mbean,0.0
return classes,0.0
invoke getmaximumdividerlocation method,0.0
read idl,1.833
return component,3.712
set certificateequals criterion,0.0
paint border,1.444
invoke method,2.308
set sample,0.0
return builder,1.0
write soapmessage object,0.0
get value of a byte static field,0.0
get beancontextchild of the specified child,0.0
push stream position,0.0
return row,1.929
set systemid,0.0
return string representation,1.857
return type of the file object,0.0
set flag,1.545
retrieve enumeration of the attributes,0.0
set parameter,1.186
read array of wide chars,0.0
set default hostnameverifier,0.0
retrieve fetch size,0.0
set selection,1.0
return filename,0.0
initialize cause of this throwable,0.0
create uidefault,0.0
report property update,1.917
return contentpane object,1.0
get prefix,1.667
insert menu item,1.0
return flatness of the cubic curve,0.0
terminate line,1.0
interrupt threads,0.0
paint foreground of the divider of a split pane,0.0
write value,1.929
get context,2.0
set currency symbol,0.0
specify key,0.0
return policy object of the specified type,0.0
set color,1.286
read characters,1.5
activate connector server,0.0
return tab tooltip text,0.0
resolve entities,0.0
return server name type of this snimatcher object,0.0
back buffer,0.0
create default glasspane,0.0
remove item listener,1.333
return filedescriptor object,0.0
return string,4.137
set discriminator of the dynunion,0.0
retrieve name of the entity,0.0
remove characters,0.0
create raster,1.846
replace contents of the document,0.0
return array,4.408
return list of the public constructors of the mbean,0.0
create peer,1.0
set input verifier,0.0
return location of the processor,0.0
create typecode object,1.688
return height of a tile,0.0
report entity declaration,1.0
return color component,0.0
write long,1.0
read boolean,0.0
get value,1.474
return start index of the subsequence,0.0
obtain set of info objects,0.0
return font,2.308
begin search,0.0
obtain mididevice object,0.0
get ocsp,0.0
set result of this future,0.0
insert component,1.4
set tag value,0.0
return qname,1.0
install iioparamcontroller,0.0
get time zone rules,0.0
remove rows,1.0
return string representation of a set of permissions,0.0
set instance of layoutstyle,0.0
obtain date,1.818
initialize agreement,0.0
get representation of this era,0.0
set hostnameverifier,0.0
write idl float value,0.0
configure server mode sslsockets,0.0
write sequence of floats,0.0
return tab background color,0.0
paint portion of a highlight,0.0
retrieve connection object,0.0
return number of glyphs,1.0
retrieve context,1.778
log message of the given level,0.0
get file object,1.5
return name of this type element,1.0
replace entry,1.0
return list of mechanisms,0.0
append string representation of the boolean argument,0.0
close formatter,0.0
return layeredpane object,1.0
create focuslistener,1.0
set value,2.011
get text editor component,0.0
return list of matching locale instances,0.0
return width,1.2
get indexes,0.0
return number of siblings of this node,0.0
return instance of the imagereader implementation,0.0
retrieve object,1.88
return scope of xml element declaration,0.0
return object,2.077
write sequence of shorts,0.0
obtain midi device,0.0
set insets,1.0
set value,2.011
set type,2.143
get index of the property,0.0
return bufferedimage of type_int_argb,0.0
support parameters,0.0
set event handler,0.0
indicate progress of the operation,0.0
visit annotation_type type element,0.0
send notification,1.571
move caret location,0.0
read array of idl anys,0.0
print pages,0.0
create xmlobject,0.0
return samples,1.333
map region of file,0.0
return state of graphics,0.0
test path,0.0
resolve object,0.0
return forkjointask,0.0
obtain format,1.0
return first,0.0
write string value,1.0
register observer,0.0
update element,1.5
return string representation of this openmbeanoperationinfosupport instance,0.0
retrieve socket,0.0
return value,3.896
indicate eventtarget,0.0
return name,2.537
release resources,1.0
initialize processor,1.0
set parameter,1.186
clear content of this attachmentpart object,0.0
return level of the character,1.0
retrieve attribute value,1.0
set estimatedmajorspan property,0.0
get inetaddress of the site,0.0
return result value,1.0
return hash code,1.386
allow application,0.0
return format specifier,0.0
return object,2.077
get metrics of the current font,0.0
return issuer criterion,1.0
return array of all hierarchy listeners,0.0
get value of the so_sndbuf option,0.0
return propertychangelistener,1.0
initialize generator,1.375
set keyboard mnemonic,1.0
parse text,2.467
return color,3.0
empty manager,0.0
specify key,0.0
support result,0.0
return data,2.333
invoke provideerrorfeedback,0.0
set column margin,0.0
mean bounds,0.0
perform documentation task,0.0
return default renderer,0.0
perform layout,1.0
empty selection,0.0
retrieve warning,1.286
get value of the borderpaintedflat property,0.0
indicate eventtarget,0.0
return size of entity,0.0
get system,0.0
register party component,0.0
schedule task,1.667
return implementation of some utility methods,0.0
return instance of basicradiobuttonui,0.0
get value,1.474
paint box,0.0
set parameter,1.186
support mark methods,0.0
set property,1.133
retrieve hash code,0.0
return list of cipher suites,0.0
set type of content,0.0
get colormodel,0.0
set cell editor,1.0
return hash code value,1.078
return color space type of the profile connection space,0.0
convert column,0.0
return elements of the dynarray,1.0
return product of the arguments,1.0
return rectangle,2.643
convert bigdecimal,1.6
get datahandler object,0.0
return reference,1.538
register listener,1.571
return set of principals,0.0
add component,1.8
return color component value,1.0
retrieve contents of this address,1.0
return control,1.0
return copy of the associated descriptor,1.0
get code base url,0.0
return listener,1.0
support concatenations,0.0
return objects,1.0
return number of key immutable / value pairs to try and compress into unique / sets,0.0
paint icon,1.0
return object of the same type,1.667
set rootpane property,1.0
define minimum,0.0
return height,1.333
map references,0.0
remove synchronization provider,0.0
return type,2.24
return iiometadatanode,0.0
fetch writing thread,0.0
return mode,1.0
set mechanism,0.0
process events,2.125
get name,2.357
compare obj,1.0
get package names,0.0
obtain buffer size,1.0
create image,2.286
obtain information,1.0
log message,1.955
retrieve typecode object,0.0
return icon,2.24
return spliterator,1.4
write sequence of longs,0.0
log message,1.955
read byte of data,2.0
get value,1.474
retrieve type uuid,0.0
return paint of the graphics2d context,0.0
return shape,1.0
display bidi state,0.0
retrieve value of the designated jdbc clob,0.0
retrieve description of available system user functions,0.0
create destination image,0.0
return acl entry type,0.0
get context,2.0
perform cleanup,0.0
retrieve attachment,1.0
define character,0.0
return hash code,1.386
clear selection,1.0
create instance of listdatalistener,0.0
get date time formatter,1.0
return copy of the array of dc huffman tables,0.0
obtain members,0.0
perform action of this task,0.0
return set of initial policy identifiers,0.0
get list of children,0.0
combine time,1.429
set angle of this arc,1.5
set parameter,1.186
compare object,1.623
paint background of a tool tip,0.0
return source version,1.0
return size of the jfilechooser,1.0
add vetoablechangelistener,1.6
write data,1.636
create default editor,0.0
support monitoring of ownable synchronizer usage,0.0
return mime type,1.6
add values,1.4
wait thread,0.0
return focus cycle root,1.0
close datagram socket,0.0
query factory,1.0
return rowfilter,0.0
return index of the first character,1.0
retrieve object identifier of the response,0.0
get attribute,1.4
return parameter,1.923
return exemptionmechanism object,0.0
return string representation of this jeditorpane,0.0
write char,1.0
destroy key,0.0
return raster,2.167
execute script,1.0
notify popupmenulisteners,0.0
return ssl session,0.0
append image stream,0.0
return object,2.077
repaint component,1.0
return completionstage,1.0
return string,4.137
make database connection,0.0
remove vetoablechangelistener,1.0
convert value,1.545
return number of milliseconds,1.0
obtain date,1.818
return location of the divider,1.333
create writableraster,1.444
obtain input stream of a specified format,0.0
add component,1.8
return amount of space,1.0
remove mapping,1.0
return axis,1.571
obtain file types,0.0
create instance of urlclassloader,0.0
return copy of this localdatetime,1.2
append chronology name,0.0
scroll view,1.0
change content element attributes,0.0
invoke method,2.308
return typeinfo object,1.0
return hashcode,1.0
read array of chars,0.0
return type mirrors,0.0
return value,3.896
return row headers,0.0
compose affinetransform object,0.0
return orientation of this scroll bar,0.0
set table name,0.0
load document,0.0
release mouse buttons,0.0
resolve certificate object,0.0
remove listener,2.4
get value of the requested unit,0.0
abort loading of the document,0.0
return start point2d of this line2d,0.0
perform action,2.5
return certificate factory object,1.0
return name of this object,0.0
set default handler,0.0
return estimate of the number of bytes,0.0
sort values,1.0
retrieve head of this list,0.0
return salt,1.0
draw background of the menu item,0.0
write attribute,1.235
add lookandfeel,0.0
truncate clob value,1.0
create output destination object,0.0
read octet value,0.0
start recording,0.0
get value,1.474
return index of the first character,1.0
return codesource of this domain,0.0
return conversion state of the text range,0.0
remove association,0.0
remove element,2.067
remove cookies,0.0
retrieve value of the designated column,1.55
return object,2.077
set value of the designtime property,0.0
request pixelgrabber,0.0
invoke method,2.308
create instance of a joinrowset,0.0
compute hash code,1.0
return data element array representation of a pixel,1.75
retrieve root cause of this namingexception,0.0
return stream of indices,0.0
decrement index,0.0
set media position,1.0
fetch names of the styles,0.0
select interval,1.0
exit drop site,0.0
read webrowset object,1.0
fire beancontextservicerevokedevent,0.0
match ietf bcp,0.0
retrieve number of bytes,1.0
return array of the listselectionlisteners,0.0
scan token of the input,1.0
return value of this short,1.833
report start of a cdata section,0.0
replace component,0.0
find method type,1.0
create componentsamplemodel,1.0
retrieve value of a jdbc,1.0
get filter,1.5
return inputstream,1.0
return originator of the event,0.0
get editor kit,0.0
return completablefuture,1.778
start drag,1.0
set sql cursor name,0.0
remove focus inputmap,0.0
return identifier object,0.0
assign float value,1.0
return difference,1.0
remove object,1.556
set buffer size,0.0
return size of the file,0.0
return name of the algorithm,1.667
set ampm strings,0.0
return component,3.712
add propertychangelistener,1.0
retrieve head of the queue,0.0
return certpathchecker,0.0
return focus color of the current theme,0.0
append string,1.0
return value of this integer,1.667
create contextlist object,0.0
return group owner of the file,0.0
paint border of a check box menu item,0.0
complete writing of a sequence of images,0.0
return data array element,2.364
retrieve name of this database product,0.0
specify network interface,0.0
return array of all list data listeners,0.0
return path name,0.0
return name,2.537
set value of key,0.0
execute sql statement,1.0
retrieve attribute,2.235
set signers of a class,0.0
return specifier,1.0
set socketaddress of the remote host,0.0
make table,0.0
return timestamp of occurred,0.0
register caller,0.0
return query expression,0.0
return signum function of the specified int value,0.0
close compressor,1.0
specify stream protocol version,0.0
make copy of this reference,0.0
return string,4.137
convert bigdecimal,1.6
fill input buffer,0.0
remove mouse listener,1.667
bring dialog,1.0
normalize sequence of char values,1.0
reset checksum,0.0
return detail message,1.0
return parent container,0.0
return keyinfofactory,0.0
create attachmentpart object,1.0
create track,0.0
bring dialog panel,1.0
register component,1.0
obtain mask,0.0
return insets object,1.0
submit task,1.0
return color,3.0
return comment string,0.0
return parse(java,0.0
return copy of the substring,0.0
return list,1.667
return bigdecimal,2.828
get number of seconds,1.0
enable so_broadcast,0.0
return name type of the printable representation of this name,0.0
return object,2.077
associate clock sequence value,0.0
return jarentry,0.0
set background color of this text component,0.0
paint tick marks,0.0
perform configurations,0.0
return list of matching languages tags,0.0
return bufferedimage,1.0
apply attributes,1.0
return layer attribute,0.0
return hash code,1.386
disable notification types,0.0
return abstractformatter,0.0
initiate shutdown,1.0
set action command,1.0
set tooltip string,0.0
retrieve field of this exception,0.0
enable output,1.0
retrieve version number,1.0
set number of rows,1.778
increase capacity of this list,0.0
determine height of the image,0.0
set bounds of this viewport,0.0
get caret blink rate,0.0
return scroll bar,1.0
retrieve jdbc url,0.0
allow file selection,0.0
create raster,1.846
return root preference node,1.0
set string,2.105
return string representation of this bit,0.0
find method type,1.0
join group,1.5
return string representation of values,0.0
resolve instances,0.0
update column,1.32
insert element,2.146
get default static,0.0
write array of booleans,0.0
initialize pair generator,1.375
reset recognizer,0.0
return name,2.537
return parent of this node,0.0
obtain frame size,0.0
remove mime headers,0.0
return hash code,1.386
find resource,1.0
return object,2.077
return dash phase,0.0
return class,1.741
provide settings,1.0
return int value,2.471
get dimensions,1.4
set caret position,1.0
return class object,1.917
delete file,1.0
register scriptenginefactory,0.0
return copy of the flags component,0.0
output value,1.286
set name,1.857
cause portion of the responsible view,0.0
return view of the portion of this list,1.0
add set of attributes,1.0
dispose streamprintservice,0.0
return view component,1.0
retrieve transaction isolation level,1.0
insert charsequence,0.0
create instance of the default soapconnectionfactory object,0.0
return number of items,1.8
get string,3.0
get symbol of this currency,1.0
set parameter,1.186
return border,1.0
return tab index,1.0
remove cookie,0.0
return square of the distance,1.0
subdivide quadcurve2d,0.0
call painter,1.0
add components,1.0
check propertypermission objects,0.0
return dimensions,1.6
fetch allocation,0.0
return class object,1.917
expand tabs,0.0
establish ssl sessions,0.0
return syncfactory singleton,0.0
return control info color of the current theme,0.0
set name,1.857
return destination,0.0
put connection,0.0
draw line,1.0
notify popupmenulisteners,0.0
get dragsourcelisteners,0.0
set anchor selection index,1.0
set glasspane property,0.0
implement method,1.0
move cursor,1.5
set method,1.0
get number of hours,0.0
write datagram,0.0
find method type,1.0
get dimensions,1.4
return offset,1.778
return cross feed direction resolution,1.0
return constructor object,0.0
return list of cipher suites,0.0
return location of the key,0.0
get part of this qname,0.0
get coordinate of the independent image data,1.0
get name of the dtd,0.0
compare obj,1.0
return number of leaves,0.0
drag column headers,0.0
set character,0.0
return string,4.137
set value pair,1.0
finish part operation,0.0
extract java,0.0
join group,1.5
return release version of this syncprovider instance,0.0
set escape processing,1.0
return rowfilter,0.0
create xmlreader,0.0
return target objects,0.0
fetch metrics,0.0
match predicate,0.0
return view,2.625
return biginteger,1.931
insert object,1.667
append character,1.0
return value,3.896
write character,1.5
intall subcomponents of the tree,0.0
return dragsourcecontext,0.0
get transferhandler property,0.0
return array of the action listeners,0.0
emit xml document,1.0
append subsequence of the specified character sequence,1.0
parse xml document,1.0
return string representation of this privatekeyentry,0.0
read bytes,2.167
get value of the specified field,1.5
return name,2.537
return column number,1.75
configure jlayer,0.0
set parameter,1.186
get default option,0.0
disable events,0.0
construct string representation of this proxy,0.0
return rectangle,2.643
look index,1.0
return name of the xml source,0.0
unmarshal object,1.0
return value,3.896
return instance of basicspinnerui,0.0
return point value,1.0
retrieve relations,0.0
cause painting,0.0
add name,1.308
set revocation options,0.0
set parent,1.571
generate string representation of this binding,0.0
retrieve version number,1.0
return dimension of arrays,0.0
return string,4.137
obtain instance of chronology,1.0
return imagereaderspi,0.0
set description of this object,0.0
produce target method handle,0.0
remove menu item,1.5
get list of values of the value attribute,0.0
return samples,1.333
extract string object,0.0
remove component,1.562
write array of doubles,0.0
configure portion of the combo box,0.0
add permission object,1.0
return position,1.885
compare obj,1.0
return media type,0.0
paint buffer,0.0
create argument,1.0
return hash code,1.386
return array of the component listeners,0.0
return context,2.143
return name of the constructor,0.0
create implementation of the desktop,0.0
set value,2.011
create connection object,0.0
get accessiblecontext,1.0
parse content of the given inputstream instance,1.0
return tab instance,0.0
get number of days,1.0
install defaultformatter,0.0
transform data,0.0
return stream,2.421
return permissioncollection object,1.4
retrieve localization resource bundle name,0.0
create parallelgroup,1.0
create spliterator,2.773
return resource bundle,1.0
retrieve enumeration,1.0
return input subsequence,0.0
return highlight color of the etched border,1.0
return value,3.896
return coordinate of this bufferedimage,0.0
return string representation of the values of height fields,0.0
return leaf,1.0
return comparator,1.65
reset documentbuilder,0.0
insert element,2.146
return actionmap,1.0
return list of the notifications,0.0
return result,1.6
return biginteger,1.931
paint matte border,0.0
take xml node,0.0
call installdefaults,0.0
convert contents,1.0
construct decoder,0.0
set roles,1.667
display print dialog,1.0
set command property,1.0
get value,1.474
write image,1.0
return soapbody object,1.0
support column,0.0
return name,2.537
set stream,2.0
return path,2.0
return object,2.077
return copy of the input data,0.0
get methoddescriptors of the target listener interface,0.0
manage contentpane,0.0
handle event,1.0
set property,1.133
get granularity period,0.0
get default classloader,0.0
remove statementeventlistener,0.0
fail getui,0.0
return default iioparamcontroller,0.0
return location of this event,0.0
invalidate layout,1.667
return representation of this memory usage,0.0
return child,2.0
return display size of a jtree,0.0
return biginteger,1.931
obtain set of master synchronization modes,0.0
retrieve element of this list,1.0
retrieve attribute,2.235
update column,1.32
specify attributes,0.0
return binding of type attribute,0.0
return resolution of the page,0.0
set sibling node,0.0
return collector,1.0
set jrootpane,0.0
grant algorithm,0.0
decode string,1.333
return orb,1.75
set icon,1.875
query number of read locks,0.0
throw securityexception,1.0
return colorspace of this color,0.0
return enumeration value table,1.0
return value,3.896
set method,1.0
return string representation of this stack trace element,0.0
obtain instance of yearmonth,1.5
retrieve number of characters,1.0
construct channel group,1.0
set end index,0.0
return depth of this node,0.0
convert string,1.289
get number of copies,0.0
launch editor application,0.0
write string,1.913
load keystore,1.0
retrieve name of the method,0.0
return thread group,0.0
return value,3.896
return string version of this resolution attribute,0.0
paint background of the thumb of a scrollbar,0.0
remove image,1.0
return value,3.896
return hostname,0.0
return typeinfo object,1.0
obtain instance,0.0
return default keytab instance,0.0
return stream,2.421
return annotation,1.0
retrieve value,2.0
remove listener,2.4
return path,2.0
return object,2.077
retrieve head of this queue,1.0
get cause of this xpathexception,0.0
start namespace context,0.0
get index,1.5
return height,1.333
unmarshal value object,0.0
justify layout,0.0
return shape,1.0
obtain year,1.833
convert value type,1.0
get number of committed characters,0.0
compute mapping,0.0
read bytes,2.167
create control,1.0
register scriptenginefactory,0.0
return vector of renderableimages,0.0
retrieve explanation,1.0
